country,iso3,who_region,month_start,month_lab,cases,deaths
Canada,CAN,AMRO,01-12-23,Dec 2023,3,0
Canada,CAN,AMRO,01-01-24,janv-24,8,0
Canada,CAN,AMRO,01-02-24,Feb 2024,23,0
Canada,CAN,AMRO,01-03-24,mars-24,11,0
Canada,CAN,AMRO,01-04-24,Apr 2024,13,0
Canada,CAN,AMRO,01-05-24,May 2024,7,0
Central African Republic,CAF,AFRO,01-01-22,janv-22,1,0
Central African Republic,CAF,AFRO,01-02-22,Feb 2022,2,0
Central African Republic,CAF,AFRO,01-03-22,mars-22,1,0
Central African Republic,CAF,AFRO,01-04-22,Apr 2022,0,0
Central African Republic,CAF,AFRO,01-05-22,May 2022,0,0
Central African Republic,CAF,AFRO,01-06-22,Jun 2022,0,0
Central African Republic,CAF,AFRO,01-07-22,Jul 2022,3,0
Central African Republic,CAF,AFRO,01-08-22,Aug 2022,1,0
Central African Republic,CAF,AFRO,01-09-22,sept-22,2,0
Central African Republic,CAF,AFRO,01-10-22,oct-22,3,0
Central African Republic,CAF,AFRO,01-11-22,nov-22,0,0
Central African Republic,CAF,AFRO,01-12-22,Dec 2022,3,0
Central African Republic,CAF,AFRO,01-01-23,janv-23,6,0
Central African Republic,CAF,AFRO,01-02-23,Feb 2023,4,1
Central African Republic,CAF,AFRO,01-03-23,mars-23,4,0
Central African Republic,CAF,AFRO,01-04-23,Apr 2023,0,0
Central African Republic,CAF,AFRO,01-05-23,May 2023,0,0
Central African Republic,CAF,AFRO,01-06-23,Jun 2023,0,0
Central African Republic,CAF,AFRO,01-07-23,Jul 2023,0,0
Central African Republic,CAF,AFRO,01-08-23,Aug 2023,0,0
Central African Republic,CAF,AFRO,01-09-23,sept-23,0,0
Central African Republic,CAF,AFRO,01-10-23,oct-23,0,0
Central African Republic,CAF,AFRO,01-11-23,nov-23,0,0
Central African Republic,CAF,AFRO,01-12-23,Dec 2023,3,0
Central African Republic,CAF,AFRO,01-01-24,janv-24,5,0
Central African Republic,CAF,AFRO,01-02-24,Feb 2024,7,0
Central African Republic,CAF,AFRO,01-03-24,mars-24,6,0
Central African Republic,CAF,AFRO,01-04-24,Apr 2024,1,0
Central African Republic,CAF,AFRO,01-05-24,May 2024,0,0
Chile,CHL,AMRO,01-06-22,Jun 2022,6,0
Chile,CHL,AMRO,01-07-22,Jul 2022,49,0
Chile,CHL,AMRO,01-08-22,Aug 2022,326,0
Chile,CHL,AMRO,01-09-22,sept-22,499,0
Chile,CHL,AMRO,01-10-22,oct-22,269,0
Chile,CHL,AMRO,01-11-22,nov-22,163,2
Chile,CHL,AMRO,01-12-22,Dec 2022,65,0
Chile,CHL,AMRO,01-01-23,janv-23,40,0
Chile,CHL,AMRO,01-02-23,Feb 2023,15,0
Chile,CHL,AMRO,01-03-23,mars-23,7,0
Chile,CHL,AMRO,01-04-23,Apr 2023,1,0
Chile,CHL,AMRO,01-05-23,May 2023,1,0
Chile,CHL,AMRO,01-06-23,Jun 2023,0,0
Chile,CHL,AMRO,01-07-23,Jul 2023,1,1
Chile,CHL,AMRO,01-08-23,Aug 2023,0,0
Chile,CHL,AMRO,01-09-23,sept-23,0,0
Chile,CHL,AMRO,01-10-23,oct-23,3,0
Chile,CHL,AMRO,01-11-23,nov-23,2,0
Chile,CHL,AMRO,01-12-23,Dec 2023,2,0
Chile,CHL,AMRO,01-01-24,janv-24,0,0
Chile,CHL,AMRO,01-02-24,Feb 2024,0,0
Chile,CHL,AMRO,01-03-24,mars-24,0,0
Chile,CHL,AMRO,01-04-24,Apr 2024,0,0
Chile,CHL,AMRO,01-05-24,May 2024,0,0
China,CHN,WPRO,01-06-22,Jun 2022,1,0
China,CHN,WPRO,01-07-22,Jul 2022,1,0
China,CHN,WPRO,01-08-22,Aug 2022,1,0
China,CHN,WPRO,01-09-22,sept-22,2,0
China,CHN,WPRO,01-10-22,oct-22,1,0
China,CHN,WPRO,01-02-23,Feb 2023,2,0
China,CHN,WPRO,01-03-23,mars-23,16,0
China,CHN,WPRO,01-04-23,Apr 2023,31,0
China,CHN,WPRO,01-05-23,May 2023,81,0
China,CHN,WPRO,01-06-23,Jun 2023,161,0
China,CHN,WPRO,01-07-23,Jul 2023,576,0
China,CHN,WPRO,01-08-23,Aug 2023,556,0
China,CHN,WPRO,01-09-23,sept-23,365,0
China,CHN,WPRO,01-10-23,oct-23,141,0
China,CHN,WPRO,01-11-23,nov-23,89,1
China,CHN,WPRO,01-12-23,Dec 2023,103,0
China,CHN,WPRO,01-01-24,janv-24,100,0
China,CHN,WPRO,01-02-24,Feb 2024,73,0
China,CHN,WPRO,01-03-24,mars-24,54,0
China,CHN,WPRO,01-04-24,Apr 2024,42,0
China,CHN,WPRO,01-05-24,May 2024,7,0
Colombia,COL,AMRO,01-05-22,May 2022,2,0
Colombia,COL,AMRO,01-06-22,Jun 2022,4,0
Colombia,COL,AMRO,01-07-22,Jul 2022,57,0
Colombia,COL,AMRO,01-08-22,Aug 2022,1476,0
Colombia,COL,AMRO,01-09-22,sept-22,1526,0
Colombia,COL,AMRO,01-10-22,oct-22,674,0
Colombia,COL,AMRO,01-11-22,nov-22,263,0
Colombia,COL,AMRO,01-12-22,Dec 2022,57,0
Colombia,COL,AMRO,01-01-23,janv-23,21,0
Colombia,COL,AMRO,01-02-23,Feb 2023,8,0
Colombia,COL,AMRO,01-03-23,mars-23,1,0
Colombia,COL,AMRO,01-04-23,Apr 2023,0,0
Colombia,COL,AMRO,01-05-23,May 2023,2,0
Colombia,COL,AMRO,01-06-23,Jun 2023,0,0
Colombia,COL,AMRO,01-07-23,Jul 2023,1,0
Colombia,COL,AMRO,01-08-23,Aug 2023,5,0
Colombia,COL,AMRO,01-09-23,sept-23,2,0
Colombia,COL,AMRO,01-10-23,oct-23,15,0
Colombia,COL,AMRO,01-11-23,nov-23,10,0
Colombia,COL,AMRO,01-12-23,Dec 2023,24,0
Colombia,COL,AMRO,01-01-24,janv-24,40,0
Colombia,COL,AMRO,01-02-24,Feb 2024,15,0
Colombia,COL,AMRO,01-03-24,mars-24,12,0
Colombia,COL,AMRO,01-04-24,Apr 2024,23,0
Colombia,COL,AMRO,01-05-24,May 2024,0,0
Congo,COG,AFRO,01-04-22,Apr 2022,2,0
Congo,COG,AFRO,01-05-22,May 2022,0,0
Congo,COG,AFRO,01-06-22,Jun 2022,0,0
Congo,COG,AFRO,01-07-22,Jul 2022,0,0
Congo,COG,AFRO,01-08-22,Aug 2022,1,0
Congo,COG,AFRO,01-09-22,sept-22,2,0
Congo,COG,AFRO,01-10-22,oct-22,0,0
Congo,COG,AFRO,01-11-22,nov-22,0,0
Congo,COG,AFRO,01-12-22,Dec 2022,0,0
Congo,COG,AFRO,01-01-23,janv-23,0,0
Congo,COG,AFRO,01-02-23,Feb 2023,0,0
Congo,COG,AFRO,01-03-23,mars-23,0,0
Congo,COG,AFRO,01-04-23,Apr 2023,0,0
Congo,COG,AFRO,01-05-23,May 2023,0,0
Congo,COG,AFRO,01-06-23,Jun 2023,0,0
Congo,COG,AFRO,01-07-23,Jul 2023,0,0
Congo,COG,AFRO,01-08-23,Aug 2023,7,0
Congo,COG,AFRO,01-09-23,sept-23,6,0
Congo,COG,AFRO,01-10-23,oct-23,7,2
Congo,COG,AFRO,01-11-23,nov-23,1,0
Congo,COG,AFRO,01-12-23,Dec 2023,0,0
Congo,COG,AFRO,01-01-24,janv-24,4,0
Congo,COG,AFRO,01-02-24,Feb 2024,9,0
Congo,COG,AFRO,01-03-24,mars-24,15,0
Congo,COG,AFRO,01-04-24,Apr 2024,1,0
Congo,COG,AFRO,01-05-24,May 2024,0,0
Costa Rica,CRI,AMRO,01-07-22,Jul 2022,3,0
Costa Rica,CRI,AMRO,01-08-22,Aug 2022,0,0
Costa Rica,CRI,AMRO,01-09-22,sept-22,1,0
Costa Rica,CRI,AMRO,01-10-22,oct-22,4,0
Costa Rica,CRI,AMRO,01-11-22,nov-22,16,0
Costa Rica,CRI,AMRO,01-12-22,Dec 2022,46,0
Costa Rica,CRI,AMRO,01-01-23,janv-23,70,0
Costa Rica,CRI,AMRO,01-02-23,Feb 2023,62,0
Costa Rica,CRI,AMRO,01-03-23,mars-23,15,0
Costa Rica,CRI,AMRO,01-04-23,Apr 2023,4,0
Costa Rica,CRI,AMRO,01-05-23,May 2023,2,0
Costa Rica,CRI,AMRO,01-06-23,Jun 2023,2,0
Costa Rica,CRI,AMRO,01-07-23,Jul 2023,0,0
Costa Rica,CRI,AMRO,01-08-23,Aug 2023,0,0
Costa Rica,CRI,AMRO,01-09-23,sept-23,0,0
Costa Rica,CRI,AMRO,01-10-23,oct-23,0,0
Costa Rica,CRI,AMRO,01-11-23,nov-23,0,0
Costa Rica,CRI,AMRO,01-12-23,Dec 2023,0,0
Costa Rica,CRI,AMRO,01-01-24,janv-24,0,0
Costa Rica,CRI,AMRO,01-02-24,Feb 2024,0,0
Costa Rica,CRI,AMRO,01-03-24,mars-24,0,0
Costa Rica,CRI,AMRO,01-04-24,Apr 2024,0,0
Costa Rica,CRI,AMRO,01-05-24,May 2024,0,0
Croatia,HRV,EURO,01-06-22,Jun 2022,1,0
Croatia,HRV,EURO,01-07-22,Jul 2022,10,0
Croatia,HRV,EURO,01-08-22,Aug 2022,15,0
Croatia,HRV,EURO,01-09-22,sept-22,3,0
Croatia,HRV,EURO,01-10-22,oct-22,0,0
Croatia,HRV,EURO,01-11-22,nov-22,0,0
Croatia,HRV,EURO,01-12-22,Dec 2022,0,0
Croatia,HRV,EURO,01-01-23,janv-23,4,0
Croatia,HRV,EURO,01-02-23,Feb 2023,0,0
Croatia,HRV,EURO,01-03-23,mars-23,0,0
Croatia,HRV,EURO,01-04-23,Apr 2023,0,0
Croatia,HRV,EURO,01-05-23,May 2023,0,0
Croatia,HRV,EURO,01-06-23,Jun 2023,0,0
Croatia,HRV,EURO,01-07-23,Jul 2023,0,0
Croatia,HRV,EURO,01-08-23,Aug 2023,0,0
Croatia,HRV,EURO,01-09-23,sept-23,0,0
Croatia,HRV,EURO,01-10-23,oct-23,0,0
Croatia,HRV,EURO,01-11-23,nov-23,0,0
Croatia,HRV,EURO,01-12-23,Dec 2023,0,0
Croatia,HRV,EURO,01-01-24,janv-24,0,0
Croatia,HRV,EURO,01-02-24,Feb 2024,0,0
Croatia,HRV,EURO,01-03-24,mars-24,0,0
Croatia,HRV,EURO,01-04-24,Apr 2024,1,0
Croatia,HRV,EURO,01-05-24,May 2024,0,0
Cuba,CUB,AMRO,01-08-22,Aug 2022,2,1
Cuba,CUB,AMRO,01-09-22,sept-22,1,0
Cuba,CUB,AMRO,01-10-22,oct-22,1,0
Cuba,CUB,AMRO,01-11-22,nov-22,4,0
Cuba,CUB,AMRO,01-12-22,Dec 2022,0,0
Cuba,CUB,AMRO,01-01-23,janv-23,0,0
Cuba,CUB,AMRO,01-02-23,Feb 2023,0,0
Cuba,CUB,AMRO,01-03-23,mars-23,0,0
Cuba,CUB,AMRO,01-04-23,Apr 2023,0,0
Cuba,CUB,AMRO,01-05-23,May 2023,0,0
Cuba,CUB,AMRO,01-06-23,Jun 2023,0,0
Cuba,CUB,AMRO,01-07-23,Jul 2023,0,0
Cuba,CUB,AMRO,01-08-23,Aug 2023,0,0
Cuba,CUB,AMRO,01-09-23,sept-23,0,0
Cuba,CUB,AMRO,01-10-23,oct-23,0,0
Cuba,CUB,AMRO,01-11-23,nov-23,0,0
Cuba,CUB,AMRO,01-12-23,Dec 2023,0,0
Cuba,CUB,AMRO,01-01-24,janv-24,0,0
Cuba,CUB,AMRO,01-02-24,Feb 2024,0,0
Cuba,CUB,AMRO,01-03-24,mars-24,0,0
Cuba,CUB,AMRO,01-04-24,Apr 2024,0,0
Cuba,CUB,AMRO,01-05-24,May 2024,0,0
Curaï¿½ï,CUW,AMRO,01-08-22,Aug 2022,1,0
Curaï¿½ï,CUW,AMRO,01-09-22,sept-22,2,0
Curaï¿½ï,CUW,AMRO,01-10-22,oct-22,0,0
Curaï¿½ï,CUW,AMRO,01-11-22,nov-22,0,0
Curaï¿½ï,CUW,AMRO,01-12-22,Dec 2022,0,0
Curaï¿½ï,CUW,AMRO,01-01-23,janv-23,0,0
Curaï¿½ï,CUW,AMRO,01-02-23,Feb 2023,0,0
Curaï¿½ï,CUW,AMRO,01-03-23,mars-23,0,0
Curaï¿½ï,CUW,AMRO,01-04-23,Apr 2023,0,0
Curaï¿½ï,CUW,AMRO,01-05-23,May 2023,0,0
Curaï¿½ï,CUW,AMRO,01-06-23,Jun 2023,0,0
Curaï¿½ï,CUW,AMRO,01-07-23,Jul 2023,0,0
Curaï¿½ï,CUW,AMRO,01-08-23,Aug 2023,0,0
Curaï¿½ï,CUW,AMRO,01-09-23,sept-23,0,0
Curaï¿½ï,CUW,AMRO,01-10-23,oct-23,0,0
Curaï¿½ï,CUW,AMRO,01-11-23,nov-23,0,0
Curaï¿½ï,CUW,AMRO,01-12-23,Dec 2023,0,0
Curaï¿½ï,CUW,AMRO,01-01-24,janv-24,0,0
Curaï¿½ï,CUW,AMRO,01-02-24,Feb 2024,0,0
Curaï¿½ï,CUW,AMRO,01-03-24,mars-24,0,0
Curaï¿½ï,CUW,AMRO,01-04-24,Apr 2024,0,0
Curaï¿½ï,CUW,AMRO,01-05-24,May 2024,0,0
Cyprus,CYP,EURO,01-08-22,Aug 2022,5,0
Cyprus,CYP,EURO,01-09-22,sept-22,0,0
Cyprus,CYP,EURO,01-10-22,oct-22,0,0
Cyprus,CYP,EURO,01-11-22,nov-22,0,0
Cyprus,CYP,EURO,01-12-22,Dec 2022,0,0
Cyprus,CYP,EURO,01-01-23,janv-23,0,0
Cyprus,CYP,EURO,01-02-23,Feb 2023,0,0
Cyprus,CYP,EURO,01-03-23,mars-23,0,0
Cyprus,CYP,EURO,01-04-23,Apr 2023,0,0
Cyprus,CYP,EURO,01-05-23,May 2023,0,0
Cyprus,CYP,EURO,01-06-23,Jun 2023,0,0
Cyprus,CYP,EURO,01-07-23,Jul 2023,0,0
Cyprus,CYP,EURO,01-08-23,Aug 2023,0,0
Cyprus,CYP,EURO,01-09-23,sept-23,0,0
Cyprus,CYP,EURO,01-10-23,oct-23,0,0
Cyprus,CYP,EURO,01-11-23,nov-23,0,0
Cyprus,CYP,EURO,01-12-23,Dec 2023,0,0
Cyprus,CYP,EURO,01-01-24,janv-24,0,0
Cyprus,CYP,EURO,01-02-24,Feb 2024,0,0
Cyprus,CYP,EURO,01-03-24,mars-24,0,0
Cyprus,CYP,EURO,01-04-24,Apr 2024,0,0
Cyprus,CYP,EURO,01-05-24,May 2024,0,0
Czechia,CZE,EURO,01-05-22,May 2022,5,0
Czechia,CZE,EURO,01-06-22,Jun 2022,3,0
Czechia,CZE,EURO,01-07-22,Jul 2022,8,0
Czechia,CZE,EURO,01-08-22,Aug 2022,32,0
Czechia,CZE,EURO,01-09-22,sept-22,19,1
Czechia,CZE,EURO,01-10-22,oct-22,3,0
Czechia,CZE,EURO,01-11-22,nov-22,0,0
Czechia,CZE,EURO,01-12-22,Dec 2022,1,0
Czechia,CZE,EURO,01-01-23,janv-23,0,0
Czechia,CZE,EURO,01-02-23,Feb 2023,0,0
Czechia,CZE,EURO,01-03-23,mars-23,0,0
Czechia,CZE,EURO,01-04-23,Apr 2023,0,0
Czechia,CZE,EURO,01-05-23,May 2023,0,0
Czechia,CZE,EURO,01-06-23,Jun 2023,0,0
Czechia,CZE,EURO,01-07-23,Jul 2023,0,0
Czechia,CZE,EURO,01-08-23,Aug 2023,0,0
Czechia,CZE,EURO,01-09-23,sept-23,0,0
Czechia,CZE,EURO,01-10-23,oct-23,0,0
Czechia,CZE,EURO,01-11-23,nov-23,0,0
Czechia,CZE,EURO,01-12-23,Dec 2023,0,0
Czechia,CZE,EURO,01-01-24,janv-24,1,0
Czechia,CZE,EURO,01-02-24,Feb 2024,6,0
Czechia,CZE,EURO,01-03-24,mars-24,0,0
Czechia,CZE,EURO,01-04-24,Apr 2024,3,0
Czechia,CZE,EURO,01-05-24,May 2024,1,0
Democratic Republic of the Congo,COD,AFRO,01-05-22,May 2022,10,0
Democratic Republic of the Congo,COD,AFRO,01-06-22,Jun 2022,90,0
Democratic Republic of the Congo,COD,AFRO,01-07-22,Jul 2022,0,0
Democratic Republic of the Congo,COD,AFRO,01-08-22,Aug 2022,74,0
Democratic Republic of the Congo,COD,AFRO,01-09-22,sept-22,28,0
Democratic Republic of the Congo,COD,AFRO,01-10-22,oct-22,49,0
Democratic Republic of the Congo,COD,AFRO,01-11-22,nov-22,21,0
Democratic Republic of the Congo,COD,AFRO,01-12-22,Dec 2022,7,0
Democratic Republic of the Congo,COD,AFRO,01-01-23,janv-23,98,0
Democratic Republic of the Congo,COD,AFRO,01-02-23,Feb 2023,43,0
Democratic Republic of the Congo,COD,AFRO,01-03-23,mars-23,33,0
Democratic Republic of the Congo,COD,AFRO,01-04-23,Apr 2023,105,0
Democratic Republic of the Congo,COD,AFRO,01-05-23,May 2023,85,2
Democratic Republic of the Congo,COD,AFRO,01-06-23,Jun 2023,116,0
Democratic Republic of the Congo,COD,AFRO,01-07-23,Jul 2023,75,0
Democratic Republic of the Congo,COD,AFRO,01-08-23,Aug 2023,46,0
Democratic Republic of the Congo,COD,AFRO,01-09-23,sept-23,45,0
Democratic Republic of the Congo,COD,AFRO,01-10-23,oct-23,121,0
Democratic Republic of the Congo,COD,AFRO,01-11-23,nov-23,125,0
Democratic Republic of the Congo,COD,AFRO,01-12-23,Dec 2023,74,0
Democratic Republic of the Congo,COD,AFRO,01-01-24,janv-24,146,1
Democratic Republic of the Congo,COD,AFRO,01-02-24,Feb 2024,214,0
Democratic Republic of the Congo,COD,AFRO,01-03-24,mars-24,158,1
Democratic Republic of the Congo,COD,AFRO,01-04-24,Apr 2024,157,0
Democratic Republic of the Congo,COD,AFRO,01-05-24,May 2024,277,4
Denmark,DNK,EURO,01-05-22,May 2022,2,0
Denmark,DNK,EURO,01-06-22,Jun 2022,18,0
Denmark,DNK,EURO,01-07-22,Jul 2022,61,0
Denmark,DNK,EURO,01-08-22,Aug 2022,93,0
Denmark,DNK,EURO,01-09-22,sept-22,11,0
Denmark,DNK,EURO,01-10-22,oct-22,6,0
Denmark,DNK,EURO,01-11-22,nov-22,0,0
Denmark,DNK,EURO,01-12-22,Dec 2022,1,0
Denmark,DNK,EURO,01-01-23,janv-23,4,0
Denmark,DNK,EURO,01-02-23,Feb 2023,0,0
Denmark,DNK,EURO,01-03-23,mars-23,0,0
Denmark,DNK,EURO,01-04-23,Apr 2023,0,0
Denmark,DNK,EURO,01-05-23,May 2023,0,0
Denmark,DNK,EURO,01-06-23,Jun 2023,0,0
Denmark,DNK,EURO,01-07-23,Jul 2023,0,0
Denmark,DNK,EURO,01-08-23,Aug 2023,0,0
Denmark,DNK,EURO,01-09-23,sept-23,2,0
Denmark,DNK,EURO,01-10-23,oct-23,0,0
Denmark,DNK,EURO,01-11-23,nov-23,0,0
Denmark,DNK,EURO,01-12-23,Dec 2023,0,0
Denmark,DNK,EURO,01-01-24,janv-24,0,0
Denmark,DNK,EURO,01-02-24,Feb 2024,0,0
Denmark,DNK,EURO,01-03-24,mars-24,0,0
Denmark,DNK,EURO,01-04-24,Apr 2024,0,0
Denmark,DNK,EURO,01-05-24,May 2024,0,0
Dominican Republic,DOM,AMRO,01-07-22,Jul 2022,3,0
Dominican Republic,DOM,AMRO,01-08-22,Aug 2022,4,0
Dominican Republic,DOM,AMRO,01-09-22,sept-22,24,0
Dominican Republic,DOM,AMRO,01-10-22,oct-22,21,0
Dominican Republic,DOM,AMRO,01-11-22,nov-22,0,0
Dominican Republic,DOM,AMRO,01-12-22,Dec 2022,0,0
Dominican Republic,DOM,AMRO,01-01-23,janv-23,0,0
Dominican Republic,DOM,AMRO,01-02-23,Feb 2023,0,0
Dominican Republic,DOM,AMRO,01-03-23,mars-23,0,0
Dominican Republic,DOM,AMRO,01-04-23,Apr 2023,0,0
Dominican Republic,DOM,AMRO,01-05-23,May 2023,0,0
Dominican Republic,DOM,AMRO,01-06-23,Jun 2023,0,0
Dominican Republic,DOM,AMRO,01-07-23,Jul 2023,0,0
Dominican Republic,DOM,AMRO,01-08-23,Aug 2023,0,0
Dominican Republic,DOM,AMRO,01-09-23,sept-23,0,0
Dominican Republic,DOM,AMRO,01-10-23,oct-23,0,0
Dominican Republic,DOM,AMRO,01-11-23,nov-23,0,0
Dominican Republic,DOM,AMRO,01-12-23,Dec 2023,0,0
Dominican Republic,DOM,AMRO,01-01-24,janv-24,0,0
Dominican Republic,DOM,AMRO,01-02-24,Feb 2024,0,0
Dominican Republic,DOM,AMRO,01-03-24,mars-24,0,0
Dominican Republic,DOM,AMRO,01-04-24,Apr 2024,0,0
Dominican Republic,DOM,AMRO,01-05-24,May 2024,0,0
Ecuador,ECU,AMRO,01-07-22,Jul 2022,3,0
Ecuador,ECU,AMRO,01-08-22,Aug 2022,50,0
Ecuador,ECU,AMRO,01-09-22,sept-22,67,0
Ecuador,ECU,AMRO,01-10-22,oct-22,123,0
Ecuador,ECU,AMRO,01-11-22,nov-22,103,0
Ecuador,ECU,AMRO,01-12-22,Dec 2022,95,2
Ecuador,ECU,AMRO,01-01-23,janv-23,42,0
Ecuador,ECU,AMRO,01-02-23,Feb 2023,29,1
Ecuador,ECU,AMRO,01-03-23,mars-23,18,0
Ecuador,ECU,AMRO,01-04-23,Apr 2023,3,0
Ecuador,ECU,AMRO,01-05-23,May 2023,0,0
Ecuador,ECU,AMRO,01-06-23,Jun 2023,0,0
Ecuador,ECU,AMRO,01-07-23,Jul 2023,24,0
Ecuador,ECU,AMRO,01-08-23,Aug 2023,0,0
Ecuador,ECU,AMRO,01-09-23,sept-23,0,0
Ecuador,ECU,AMRO,01-10-23,oct-23,0,0
Ecuador,ECU,AMRO,01-11-23,nov-23,0,0
Ecuador,ECU,AMRO,01-12-23,Dec 2023,0,0
Ecuador,ECU,AMRO,01-01-24,janv-24,0,0
Ecuador,ECU,AMRO,01-02-24,Feb 2024,0,0
Ecuador,ECU,AMRO,01-03-24,mars-24,0,0
Ecuador,ECU,AMRO,01-04-24,Apr 2024,0,0
Ecuador,ECU,AMRO,01-05-24,May 2024,0,0
Egypt,EGY,EMRO,01-09-22,sept-22,1,0
Egypt,EGY,EMRO,01-12-22,Dec 2022,2,0
El Salvador,SLV,AMRO,01-08-22,Aug 2022,1,0
El Salvador,SLV,AMRO,01-09-22,sept-22,6,0
El Salvador,SLV,AMRO,01-10-22,oct-22,6,0
El Salvador,SLV,AMRO,01-11-22,nov-22,8,0
El Salvador,SLV,AMRO,01-12-22,Dec 2022,48,0
