COUNTRY_AREA_TERRITORY,iso3,WHOREGION,month_start,cases,deaths
China,CHN,WPRO,01-06-23,161,0
China,CHN,WPRO,01-07-23,576,0
China,CHN,WPRO,01-08-23,556,0
China,CHN,WPRO,01-09-23,365,0
China,CHN,WPRO,01-10-23,141,0
China,CHN,WPRO,01-11-23,89,1
China,CHN,WPRO,01-12-23,103,0
China,CHN,WPRO,01-01-24,100,0
China,CHN,WPRO,01-02-24,73,0
China,CHN,WPRO,01-03-24,54,0
China,CHN,WPRO,01-04-24,42,0
China,CHN,WPRO,01-05-24,7,0
Colombia,COL,AMRO,01-05-22,2,0
Colombia,COL,AMRO,01-06-22,4,0
Colombia,COL,AMRO,01-07-22,57,0
Colombia,COL,AMRO,01-08-22,1476,0
Colombia,COL,AMRO,01-09-22,1526,0
Colombia,COL,AMRO,01-10-22,674,0
Colombia,COL,AMRO,01-11-22,263,0
Colombia,COL,AMRO,01-12-22,57,0
Colombia,COL,AMRO,01-01-23,21,0
Colombia,COL,AMRO,01-02-23,8,0
Colombia,COL,AMRO,01-03-23,1,0
Colombia,COL,AMRO,01-04-23,0,0
Colombia,COL,AMRO,01-05-23,2,0
Colombia,COL,AMRO,01-06-23,0,0
Colombia,COL,AMRO,01-07-23,1,0
Colombia,COL,AMRO,01-08-23,5,0
Colombia,COL,AMRO,01-09-23,2,0
Colombia,COL,AMRO,01-10-23,15,0
Colombia,COL,AMRO,01-11-23,10,0
Colombia,COL,AMRO,01-12-23,24,0
Colombia,COL,AMRO,01-01-24,40,0
Colombia,COL,AMRO,01-02-24,15,0
Colombia,COL,AMRO,01-03-24,12,0
Colombia,COL,AMRO,01-04-24,23,0
Colombia,COL,AMRO,01-05-24,0,0
Congo,COG,AFRO,01-04-22,2,0
Congo,COG,AFRO,01-05-22,0,0
Congo,COG,AFRO,01-06-22,0,0
Congo,COG,AFRO,01-07-22,0,0
Congo,COG,AFRO,01-08-22,1,0
Congo,COG,AFRO,01-09-22,2,0
Congo,COG,AFRO,01-10-22,0,0
Congo,COG,AFRO,01-11-22,0,0
Congo,COG,AFRO,01-12-22,0,0
Congo,COG,AFRO,01-01-23,0,0
Congo,COG,AFRO,01-02-23,0,0
Congo,COG,AFRO,01-03-23,0,0
Congo,COG,AFRO,01-04-23,0,0
Congo,COG,AFRO,01-05-23,0,0
Congo,COG,AFRO,01-06-23,0,0
Congo,COG,AFRO,01-07-23,0,0
Congo,COG,AFRO,01-08-23,7,0
Congo,COG,AFRO,01-09-23,6,0
Congo,COG,AFRO,01-10-23,7,2
Congo,COG,AFRO,01-11-23,1,0
Congo,COG,AFRO,01-12-23,0,0
Congo,COG,AFRO,01-01-24,4,0
Congo,COG,AFRO,01-02-24,9,0
Congo,COG,AFRO,01-03-24,15,0
Congo,COG,AFRO,01-04-24,1,0
Congo,COG,AFRO,01-05-24,0,0
Costa Rica,CRI,AMRO,01-07-22,3,0
Costa Rica,CRI,AMRO,01-08-22,0,0
Costa Rica,CRI,AMRO,01-09-22,1,0
Costa Rica,CRI,AMRO,01-10-22,4,0
Costa Rica,CRI,AMRO,01-11-22,16,0
Costa Rica,CRI,AMRO,01-12-22,46,0
Costa Rica,CRI,AMRO,01-01-23,70,0
Costa Rica,CRI,AMRO,01-02-23,62,0
Costa Rica,CRI,AMRO,01-03-23,15,0
Costa Rica,CRI,AMRO,01-04-23,4,0
Costa Rica,CRI,AMRO,01-05-23,2,0
Costa Rica,CRI,AMRO,01-06-23,2,0
Costa Rica,CRI,AMRO,01-07-23,0,0
Costa Rica,CRI,AMRO,01-08-23,0,0
Costa Rica,CRI,AMRO,01-09-23,0,0
Costa Rica,CRI,AMRO,01-10-23,0,0
Costa Rica,CRI,AMRO,01-11-23,0,0
Costa Rica,CRI,AMRO,01-12-23,0,0
Costa Rica,CRI,AMRO,01-01-24,0,0
Costa Rica,CRI,AMRO,01-02-24,0,0
Costa Rica,CRI,AMRO,01-03-24,0,0
Costa Rica,CRI,AMRO,01-04-24,0,0
Costa Rica,CRI,AMRO,01-05-24,0,0
Croatia,HRV,EURO,01-06-22,1,0
Croatia,HRV,EURO,01-07-22,10,0
Croatia,HRV,EURO,01-08-22,15,0
Croatia,HRV,EURO,01-09-22,3,0
Croatia,HRV,EURO,01-10-22,0,0
Croatia,HRV,EURO,01-11-22,0,0
Croatia,HRV,EURO,01-12-22,0,0
Croatia,HRV,EURO,01-01-23,4,0
Croatia,HRV,EURO,01-02-23,0,0
Croatia,HRV,EURO,01-03-23,0,0
Croatia,HRV,EURO,01-04-23,0,0
Croatia,HRV,EURO,01-05-23,0,0
Croatia,HRV,EURO,01-06-23,0,0
Croatia,HRV,EURO,01-07-23,0,0
Croatia,HRV,EURO,01-08-23,0,0
Croatia,HRV,EURO,01-09-23,0,0
Croatia,HRV,EURO,01-10-23,0,0
Croatia,HRV,EURO,01-11-23,0,0
Croatia,HRV,EURO,01-12-23,0,0
Croatia,HRV,EURO,01-01-24,0,0
Croatia,HRV,EURO,01-02-24,0,0
Croatia,HRV,EURO,01-03-24,0,0
Croatia,HRV,EURO,01-04-24,1,0
Croatia,HRV,EURO,01-05-24,0,0
Cuba,CUB,AMRO,01-08-22,2,1
Cuba,CUB,AMRO,01-09-22,1,0
Cuba,CUB,AMRO,01-10-22,1,0
Cuba,CUB,AMRO,01-11-22,4,0
Cuba,CUB,AMRO,01-12-22,0,0
Cuba,CUB,AMRO,01-01-23,0,0
Cuba,CUB,AMRO,01-02-23,0,0
Cuba,CUB,AMRO,01-03-23,0,0
Cuba,CUB,AMRO,01-04-23,0,0
Cuba,CUB,AMRO,01-05-23,0,0
Cuba,CUB,AMRO,01-06-23,0,0
Cuba,CUB,AMRO,01-07-23,0,0
Cuba,CUB,AMRO,01-08-23,0,0
Cuba,CUB,AMRO,01-09-23,0,0
Cuba,CUB,AMRO,01-10-23,0,0
Cuba,CUB,AMRO,01-11-23,0,0
Cuba,CUB,AMRO,01-12-23,0,0
Cuba,CUB,AMRO,01-01-24,0,0
Cuba,CUB,AMRO,01-02-24,0,0
Cuba,CUB,AMRO,01-03-24,0,0
Cuba,CUB,AMRO,01-04-24,0,0
Cuba,CUB,AMRO,01-05-24,0,0
Curaï¿½ï,CUW,AMRO,01-08-22,1,0
Curaï¿½ï,CUW,AMRO,01-09-22,2,0
Curaï¿½ï,CUW,AMRO,01-10-22,0,0
Curaï¿½ï,CUW,AMRO,01-11-22,0,0
Curaï¿½ï,CUW,AMRO,01-12-22,0,0
Curaï¿½ï,CUW,AMRO,01-01-23,0,0
Curaï¿½ï,CUW,AMRO,01-02-23,0,0
Curaï¿½ï,CUW,AMRO,01-03-23,0,0
Curaï¿½ï,CUW,AMRO,01-04-23,0,0
Curaï¿½ï,CUW,AMRO,01-05-23,0,0
Curaï¿½ï,CUW,AMRO,01-06-23,0,0
Curaï¿½ï,CUW,AMRO,01-07-23,0,0
Curaï¿½ï,CUW,AMRO,01-08-23,0,0
Curaï¿½ï,CUW,AMRO,01-09-23,0,0
Curaï¿½ï,CUW,AMRO,01-10-23,0,0
Curaï¿½ï,CUW,AMRO,01-11-23,0,0
Curaï¿½ï,CUW,AMRO,01-12-23,0,0
Curaï¿½ï,CUW,AMRO,01-01-24,0,0
Curaï¿½ï,CUW,AMRO,01-02-24,0,0
Curaï¿½ï,CUW,AMRO,01-03-24,0,0
Curaï¿½ï,CUW,AMRO,01-04-24,0,0
Curaï¿½ï,CUW,AMRO,01-05-24,0,0
Cyprus,CYP,EURO,01-08-22,5,0
Cyprus,CYP,EURO,01-09-22,0,0
Cyprus,CYP,EURO,01-10-22,0,0
Cyprus,CYP,EURO,01-11-22,0,0
Cyprus,CYP,EURO,01-12-22,0,0
Cyprus,CYP,EURO,01-01-23,0,0
Cyprus,CYP,EURO,01-02-23,0,0
Cyprus,CYP,EURO,01-03-23,0,0
Cyprus,CYP,EURO,01-04-23,0,0
Cyprus,CYP,EURO,01-05-23,0,0
Cyprus,CYP,EURO,01-06-23,0,0
Cyprus,CYP,EURO,01-07-23,0,0
Cyprus,CYP,EURO,01-08-23,0,0
Cyprus,CYP,EURO,01-09-23,0,0
Cyprus,CYP,EURO,01-10-23,0,0
Cyprus,CYP,EURO,01-11-23,0,0
Cyprus,CYP,EURO,01-12-23,0,0
Cyprus,CYP,EURO,01-01-24,0,0
Cyprus,CYP,EURO,01-02-24,0,0
Cyprus,CYP,EURO,01-03-24,0,0
Cyprus,CYP,EURO,01-04-24,0,0
Cyprus,CYP,EURO,01-05-24,0,0
Czechia,CZE,EURO,01-05-22,5,0
Czechia,CZE,EURO,01-06-22,3,0
Czechia,CZE,EURO,01-07-22,8,0
Czechia,CZE,EURO,01-08-22,32,0
Czechia,CZE,EURO,01-09-22,19,1
Czechia,CZE,EURO,01-10-22,3,0
Czechia,CZE,EURO,01-11-22,0,0
Czechia,CZE,EURO,01-12-22,1,0
Czechia,CZE,EURO,01-01-23,0,0
Czechia,CZE,EURO,01-02-23,0,0
Czechia,CZE,EURO,01-03-23,0,0
Czechia,CZE,EURO,01-04-23,0,0
Czechia,CZE,EURO,01-05-23,0,0
Czechia,CZE,EURO,01-06-23,0,0
Czechia,CZE,EURO,01-07-23,0,0
Czechia,CZE,EURO,01-08-23,0,0
Czechia,CZE,EURO,01-09-23,0,0
Czechia,CZE,EURO,01-10-23,0,0
Czechia,CZE,EURO,01-11-23,0,0
Czechia,CZE,EURO,01-12-23,0,0
Czechia,CZE,EURO,01-01-24,1,0
Czechia,CZE,EURO,01-02-24,6,0
Czechia,CZE,EURO,01-03-24,0,0
Czechia,CZE,EURO,01-04-24,3,0
Czechia,CZE,EURO,01-05-24,1,0
Democratic Republic of the Congo,COD,AFRO,01-05-22,10,0
Democratic Republic of the Congo,COD,AFRO,01-06-22,90,0
Democratic Republic of the Congo,COD,AFRO,01-07-22,0,0
Democratic Republic of the Congo,COD,AFRO,01-08-22,74,0
Democratic Republic of the Congo,COD,AFRO,01-09-22,28,0
Democratic Republic of the Congo,COD,AFRO,01-10-22,49,0
Democratic Republic of the Congo,COD,AFRO,01-11-22,21,0
Democratic Republic of the Congo,COD,AFRO,01-12-22,7,0
Democratic Republic of the Congo,COD,AFRO,01-01-23,98,0
Democratic Republic of the Congo,COD,AFRO,01-02-23,43,0
Democratic Republic of the Congo,COD,AFRO,01-03-23,33,0
Democratic Republic of the Congo,COD,AFRO,01-04-23,105,0
Democratic Republic of the Congo,COD,AFRO,01-05-23,85,2
Democratic Republic of the Congo,COD,AFRO,01-06-23,116,0
Democratic Republic of the Congo,COD,AFRO,01-07-23,75,0
Democratic Republic of the Congo,COD,AFRO,01-08-23,46,0
Democratic Republic of the Congo,COD,AFRO,01-09-23,45,0
Democratic Republic of the Congo,COD,AFRO,01-10-23,121,0
Democratic Republic of the Congo,COD,AFRO,01-11-23,125,0
Democratic Republic of the Congo,COD,AFRO,01-12-23,74,0
Democratic Republic of the Congo,COD,AFRO,01-01-24,146,1
Democratic Republic of the Congo,COD,AFRO,01-02-24,214,0
Democratic Republic of the Congo,COD,AFRO,01-03-24,158,1
Democratic Republic of the Congo,COD,AFRO,01-04-24,157,0
Democratic Republic of the Congo,COD,AFRO,01-05-24,277,4
Denmark,DNK,EURO,01-05-22,2,0
Denmark,DNK,EURO,01-06-22,18,0
Denmark,DNK,EURO,01-07-22,61,0
Denmark,DNK,EURO,01-08-22,93,0
Denmark,DNK,EURO,01-09-22,11,0
Denmark,DNK,EURO,01-10-22,6,0
Denmark,DNK,EURO,01-11-22,0,0
Denmark,DNK,EURO,01-12-22,1,0
Denmark,DNK,EURO,01-01-23,4,0
Denmark,DNK,EURO,01-02-23,0,0
Denmark,DNK,EURO,01-03-23,0,0
Denmark,DNK,EURO,01-04-23,0,0
Denmark,DNK,EURO,01-05-23,0,0
Denmark,DNK,EURO,01-06-23,0,0
Denmark,DNK,EURO,01-07-23,0,0
Denmark,DNK,EURO,01-08-23,0,0
Denmark,DNK,EURO,01-09-23,2,0
Denmark,DNK,EURO,01-10-23,0,0
Denmark,DNK,EURO,01-11-23,0,0
Denmark,DNK,EURO,01-12-23,0,0
Denmark,DNK,EURO,01-01-24,0,0
Denmark,DNK,EURO,01-02-24,0,0
Denmark,DNK,EURO,01-03-24,0,0
Denmark,DNK,EURO,01-04-24,0,0
Denmark,DNK,EURO,01-05-24,0,0
Dominican Republic,DOM,AMRO,01-07-22,3,0
Dominican Republic,DOM,AMRO,01-08-22,4,0
Dominican Republic,DOM,AMRO,01-09-22,24,0
Dominican Republic,DOM,AMRO,01-10-22,21,0
Dominican Republic,DOM,AMRO,01-11-22,0,0
Dominican Republic,DOM,AMRO,01-12-22,0,0
Dominican Republic,DOM,AMRO,01-01-23,0,0
Dominican Republic,DOM,AMRO,01-02-23,0,0
Dominican Republic,DOM,AMRO,01-03-23,0,0
Dominican Republic,DOM,AMRO,01-04-23,0,0
Dominican Republic,DOM,AMRO,01-05-23,0,0
Dominican Republic,DOM,AMRO,01-06-23,0,0
Dominican Republic,DOM,AMRO,01-07-23,0,0
Dominican Republic,DOM,AMRO,01-08-23,0,0
Dominican Republic,DOM,AMRO,01-09-23,0,0
Dominican Republic,DOM,AMRO,01-10-23,0,0
Dominican Republic,DOM,AMRO,01-11-23,0,0
Dominican Republic,DOM,AMRO,01-12-23,0,0
Dominican Republic,DOM,AMRO,01-01-24,0,0
Dominican Republic,DOM,AMRO,01-02-24,0,0
Dominican Republic,DOM,AMRO,01-03-24,0,0
Dominican Republic,DOM,AMRO,01-04-24,0,0
Dominican Republic,DOM,AMRO,01-05-24,0,0
Ecuador,ECU,AMRO,01-07-22,3,0
Ecuador,ECU,AMRO,01-08-22,50,0
Ecuador,ECU,AMRO,01-09-22,67,0
Ecuador,ECU,AMRO,01-10-22,123,0
Ecuador,ECU,AMRO,01-11-22,103,0
Ecuador,ECU,AMRO,01-12-22,95,2
Ecuador,ECU,AMRO,01-01-23,42,0
Ecuador,ECU,AMRO,01-02-23,29,1
Ecuador,ECU,AMRO,01-03-23,18,0
Ecuador,ECU,AMRO,01-04-23,3,0
Ecuador,ECU,AMRO,01-05-23,0,0
Ecuador,ECU,AMRO,01-06-23,0,0
Ecuador,ECU,AMRO,01-07-23,24,0
Ecuador,ECU,AMRO,01-08-23,0,0
Ecuador,ECU,AMRO,01-09-23,0,0
Ecuador,ECU,AMRO,01-10-23,0,0
Ecuador,ECU,AMRO,01-11-23,0,0
Ecuador,ECU,AMRO,01-12-23,0,0
Ecuador,ECU,AMRO,01-01-24,0,0
Ecuador,ECU,AMRO,01-02-24,0,0
Ecuador,ECU,AMRO,01-03-24,0,0
Ecuador,ECU,AMRO,01-04-24,0,0
Ecuador,ECU,AMRO,01-05-24,0,0
Egypt,EGY,EMRO,01-09-22,1,0
Egypt,EGY,EMRO,01-12-22,2,0
El Salvador,SLV,AMRO,01-08-22,1,0
El Salvador,SLV,AMRO,01-09-22,6,0
El Salvador,SLV,AMRO,01-10-22,6,0
El Salvador,SLV,AMRO,01-11-22,8,0
El Salvador,SLV,AMRO,01-12-22,48,0
El Salvador,SLV,AMRO,01-01-23,19,0
El Salvador,SLV,AMRO,01-02-23,10,0
El Salvador,SLV,AMRO,01-03-23,0,0
El Salvador,SLV,AMRO,01-04-23,6,0
El Salvador,SLV,AMRO,01-05-23,0,0
El Salvador,SLV,AMRO,01-06-23,0,0
El Salvador,SLV,AMRO,01-07-23,0,0
El Salvador,SLV,AMRO,01-08-23,0,0
El Salvador,SLV,AMRO,01-09-23,0,0
El Salvador,SLV,AMRO,01-10-23,0,0
El Salvador,SLV,AMRO,01-11-23,0,0
El Salvador,SLV,AMRO,01-12-23,0,0
El Salvador,SLV,AMRO,01-01-24,0,0
El Salvador,SLV,AMRO,01-02-24,0,0
El Salvador,SLV,AMRO,01-03-24,0,0
El Salvador,SLV,AMRO,01-04-24,0,0
El Salvador,SLV,AMRO,01-05-24,0,0
Estonia,EST,EURO,01-06-22,1,0
Estonia,EST,EURO,01-07-22,4,0
Estonia,EST,EURO,01-08-22,5,0
Estonia,EST,EURO,01-09-22,1,0
Estonia,EST,EURO,01-10-22,0,0
Estonia,EST,EURO,01-11-22,0,0
Estonia,EST,EURO,01-12-22,0,0
Estonia,EST,EURO,01-01-23,0,0
Estonia,EST,EURO,01-02-23,0,0
Estonia,EST,EURO,01-03-23,0,0
Estonia,EST,EURO,01-04-23,0,0
Estonia,EST,EURO,01-05-23,0,0
Estonia,EST,EURO,01-06-23,0,0
Estonia,EST,EURO,01-07-23,0,0
Estonia,EST,EURO,01-08-23,0,0
Estonia,EST,EURO,01-09-23,0,0
Estonia,EST,EURO,01-10-23,0,0
Estonia,EST,EURO,01-11-23,0,0
Estonia,EST,EURO,01-12-23,0,0
Estonia,EST,EURO,01-01-24,0,0
Estonia,EST,EURO,01-02-24,0,0
Estonia,EST,EURO,01-03-24,0,0
Estonia,EST,EURO,01-04-24,0,0
Estonia,EST,EURO,01-05-24,0,0
Finland,FIN,EURO,01-05-22,1,0
Finland,FIN,EURO,01-06-22,3,0
Finland,FIN,EURO,01-07-22,13,0
Finland,FIN,EURO,01-08-22,5,0
Finland,FIN,EURO,01-09-22,18,0
Finland,FIN,EURO,01-10-22,1,0
Finland,FIN,EURO,01-11-22,1,0
Finland,FIN,EURO,01-12-22,0,0
Finland,FIN,EURO,01-01-23,0,0
Finland,FIN,EURO,01-02-23,0,0
Finland,FIN,EURO,01-03-23,0,0
Finland,FIN,EURO,01-04-23,0,0
Finland,FIN,EURO,01-05-23,0,0
Finland,FIN,EURO,01-06-23,0,0
Finland,FIN,EURO,01-07-23,0,0
Finland,FIN,EURO,01-08-23,0,0
Finland,FIN,EURO,01-09-23,0,0
Finland,FIN,EURO,01-10-23,1,0
Finland,FIN,EURO,01-11-23,0,0
Finland,FIN,EURO,01-12-23,0,0
Finland,FIN,EURO,01-01-24,-1,0
Finland,FIN,EURO,01-02-24,1,0
Finland,FIN,EURO,01-03-24,0,0
Finland,FIN,EURO,01-04-24,0,0
Finland,FIN,EURO,01-05-24,0,0
France,FRA,EURO,01-05-22,17,0
France,FRA,EURO,01-06-22,481,0
France,FRA,EURO,01-07-22,1339,0
France,FRA,EURO,01-08-22,1710,0
France,FRA,EURO,01-09-22,452,0
France,FRA,EURO,01-10-22,95,0
France,FRA,EURO,01-11-22,13,0
France,FRA,EURO,01-12-22,7,0
France,FRA,EURO,01-01-23,14,0
France,FRA,EURO,01-02-23,0,0
France,FRA,EURO,01-03-23,0,0
France,FRA,EURO,01-04-23,16,0
France,FRA,EURO,01-05-23,2,0
France,FRA,EURO,01-06-23,0,0
France,FRA,EURO,01-07-23,1,0
France,FRA,EURO,01-08-23,3,0
France,FRA,EURO,01-09-23,8,0
France,FRA,EURO,01-10-23,3,0
France,FRA,EURO,01-11-23,3,0
France,FRA,EURO,01-12-23,7,0
France,FRA,EURO,01-01-24,8,0
France,FRA,EURO,01-02-24,16,0
France,FRA,EURO,01-03-24,11,0
France,FRA,EURO,01-04-24,12,0
France,FRA,EURO,01-05-24,31,0
Georgia,GEO,EURO,01-06-22,1,0
Georgia,GEO,EURO,01-07-22,0,0
Georgia,GEO,EURO,01-08-22,1,0
Georgia,GEO,EURO,01-09-22,0,0
Georgia,GEO,EURO,01-10-22,0,0
Georgia,GEO,EURO,01-11-22,0,0
Georgia,GEO,EURO,01-12-22,0,0
Georgia,GEO,EURO,01-01-23,0,0
Georgia,GEO,EURO,01-02-23,0,0
Georgia,GEO,EURO,01-03-23,0,0
Georgia,GEO,EURO,01-04-23,0,0
Georgia,GEO,EURO,01-05-23,0,0
Georgia,GEO,EURO,01-06-23,0,0
Georgia,GEO,EURO,01-07-23,0,0
Georgia,GEO,EURO,01-08-23,0,0
Georgia,GEO,EURO,01-09-23,0,0
Georgia,GEO,EURO,01-10-23,0,0
Georgia,GEO,EURO,01-11-23,0,0
Georgia,GEO,EURO,01-12-23,0,0
Georgia,GEO,EURO,01-01-24,0,0
Georgia,GEO,EURO,01-02-24,0,0
Georgia,GEO,EURO,01-03-24,0,0
Georgia,GEO,EURO,01-04-24,0,0
Georgia,GEO,EURO,01-05-24,0,0
Germany,DEU,EURO,01-05-22,33,0
Germany,DEU,EURO,01-06-22,936,0
Germany,DEU,EURO,01-07-22,1626,0
Germany,DEU,EURO,01-08-22,872,0
Germany,DEU,EURO,01-09-22,158,0
Germany,DEU,EURO,01-10-22,37,0
Germany,DEU,EURO,01-11-22,9,0
Germany,DEU,EURO,01-12-22,5,0
Germany,DEU,EURO,01-01-23,16,0
Germany,DEU,EURO,01-02-23,0,0
Germany,DEU,EURO,01-03-23,0,0
Germany,DEU,EURO,01-04-23,0,0
Germany,DEU,EURO,01-05-23,-1,0
Germany,DEU,EURO,01-06-23,0,0
Germany,DEU,EURO,01-07-23,0,0
Germany,DEU,EURO,01-08-23,3,0
Germany,DEU,EURO,01-09-23,14,0
Germany,DEU,EURO,01-10-23,49,0
Germany,DEU,EURO,01-11-23,22,0
Germany,DEU,EURO,01-12-23,21,0
Germany,DEU,EURO,01-01-24,7,0
Germany,DEU,EURO,01-02-24,9,0
Germany,DEU,EURO,01-03-24,14,0
Germany,DEU,EURO,01-04-24,11,0
Germany,DEU,EURO,01-05-24,6,0
Ghana,GHA,AFRO,01-02-22,1,0
Ghana,GHA,AFRO,01-03-22,1,0
Ghana,GHA,AFRO,01-04-22,0,0
Ghana,GHA,AFRO,01-05-22,0,0
Ghana,GHA,AFRO,01-06-22,21,0
Ghana,GHA,AFRO,01-07-22,28,1
Ghana,GHA,AFRO,01-08-22,34,3
Ghana,GHA,AFRO,01-09-22,19,0
Ghana,GHA,AFRO,01-10-22,3,0
Ghana,GHA,AFRO,01-11-22,3,0
Ghana,GHA,AFRO,01-12-22,11,0
Ghana,GHA,AFRO,01-01-23,2,0
Ghana,GHA,AFRO,01-02-23,0,0
Ghana,GHA,AFRO,01-03-23,1,0
Ghana,GHA,AFRO,01-04-23,1,0
Ghana,GHA,AFRO,01-05-23,2,0
Ghana,GHA,AFRO,01-06-23,0,0
Ghana,GHA,AFRO,01-07-23,0,0
Ghana,GHA,AFRO,01-08-23,0,0
Ghana,GHA,AFRO,01-09-23,0,0
