COUNTRY_AREA_TERRITORY,iso3,WHOREGION,month_start,cases,deaths
Malaysia,MYS,WPRO,01-11-23,5,0
Malta,MLT,EURO,01-05-22,1,0
Malta,MLT,EURO,01-06-22,5,0
Malta,MLT,EURO,01-07-22,11,0
Malta,MLT,EURO,01-08-22,14,0
Malta,MLT,EURO,01-09-22,2,0
Malta,MLT,EURO,01-10-22,0,0
Malta,MLT,EURO,01-11-22,0,0
Malta,MLT,EURO,01-12-22,0,0
Malta,MLT,EURO,01-01-23,0,0
Malta,MLT,EURO,01-02-23,0,0
Malta,MLT,EURO,01-03-23,1,0
Malta,MLT,EURO,01-04-23,0,0
Malta,MLT,EURO,01-05-23,0,0
Malta,MLT,EURO,01-06-23,0,0
Malta,MLT,EURO,01-07-23,0,0
Malta,MLT,EURO,01-08-23,0,0
Malta,MLT,EURO,01-09-23,0,0
Malta,MLT,EURO,01-10-23,1,0
Malta,MLT,EURO,01-11-23,0,0
Malta,MLT,EURO,01-12-23,0,0
Malta,MLT,EURO,01-01-24,0,0
Malta,MLT,EURO,01-02-24,0,0
Malta,MLT,EURO,01-03-24,0,0
Malta,MLT,EURO,01-04-24,0,0
Malta,MLT,EURO,01-05-24,0,0
Martinique,MTQ,AMRO,01-07-22,1,0
Martinique,MTQ,AMRO,01-08-22,0,0
Martinique,MTQ,AMRO,01-09-22,0,0
Martinique,MTQ,AMRO,01-10-22,0,0
Martinique,MTQ,AMRO,01-11-22,0,0
Martinique,MTQ,AMRO,01-12-22,0,0
Martinique,MTQ,AMRO,01-01-23,6,0
Martinique,MTQ,AMRO,01-02-23,0,0
Martinique,MTQ,AMRO,01-03-23,0,0
Martinique,MTQ,AMRO,01-04-23,0,0
Martinique,MTQ,AMRO,01-05-23,0,0
Martinique,MTQ,AMRO,01-06-23,0,0
Martinique,MTQ,AMRO,01-07-23,0,0
Martinique,MTQ,AMRO,01-08-23,0,0
Martinique,MTQ,AMRO,01-09-23,0,0
Martinique,MTQ,AMRO,01-10-23,0,0
Martinique,MTQ,AMRO,01-11-23,0,0
Martinique,MTQ,AMRO,01-12-23,0,0
Martinique,MTQ,AMRO,01-01-24,0,0
Martinique,MTQ,AMRO,01-02-24,0,0
Martinique,MTQ,AMRO,01-03-24,0,0
Martinique,MTQ,AMRO,01-04-24,0,0
Martinique,MTQ,AMRO,01-05-24,0,0
Mexico,MEX,AMRO,01-05-22,4,0
Mexico,MEX,AMRO,01-06-22,35,0
Mexico,MEX,AMRO,01-07-22,184,1
Mexico,MEX,AMRO,01-08-22,1026,3
Mexico,MEX,AMRO,01-09-22,1133,9
Mexico,MEX,AMRO,01-10-22,774,4
Mexico,MEX,AMRO,01-11-22,474,8
Mexico,MEX,AMRO,01-12-22,143,0
Mexico,MEX,AMRO,01-01-23,155,3
Mexico,MEX,AMRO,01-02-23,53,3
Mexico,MEX,AMRO,01-03-23,24,1
Mexico,MEX,AMRO,01-04-23,16,2
Mexico,MEX,AMRO,01-05-23,10,0
Mexico,MEX,AMRO,01-06-23,13,0
Mexico,MEX,AMRO,01-07-23,9,0
Mexico,MEX,AMRO,01-08-23,9,0
Mexico,MEX,AMRO,01-09-23,3,0
Mexico,MEX,AMRO,01-10-23,5,0
Mexico,MEX,AMRO,01-11-23,9,0
Mexico,MEX,AMRO,01-12-23,0,0
Mexico,MEX,AMRO,01-01-24,4,0
Mexico,MEX,AMRO,01-02-24,1,0
Mexico,MEX,AMRO,01-03-24,4,0
Mexico,MEX,AMRO,01-04-24,9,0
Mexico,MEX,AMRO,01-05-24,12,0
Monaco,MCO,EURO,01-08-22,3,0
Monaco,MCO,EURO,01-09-22,0,0
Monaco,MCO,EURO,01-10-22,0,0
Monaco,MCO,EURO,01-11-22,0,0
Monaco,MCO,EURO,01-12-22,0,0
Monaco,MCO,EURO,01-01-23,0,0
Monaco,MCO,EURO,01-02-23,0,0
Monaco,MCO,EURO,01-03-23,0,0
Monaco,MCO,EURO,01-04-23,0,0
Monaco,MCO,EURO,01-05-23,0,0
Monaco,MCO,EURO,01-06-23,0,0
Monaco,MCO,EURO,01-07-23,0,0
Monaco,MCO,EURO,01-08-23,0,0
Monaco,MCO,EURO,01-09-23,0,0
Monaco,MCO,EURO,01-10-23,0,0
Monaco,MCO,EURO,01-11-23,0,0
Monaco,MCO,EURO,01-12-23,0,0
Monaco,MCO,EURO,01-01-24,0,0
Monaco,MCO,EURO,01-02-24,0,0
Monaco,MCO,EURO,01-03-24,0,0
Monaco,MCO,EURO,01-04-24,0,0
Monaco,MCO,EURO,01-05-24,0,0
Montenegro,MNE,EURO,01-07-22,1,0
Montenegro,MNE,EURO,01-08-22,1,0
Montenegro,MNE,EURO,01-09-22,0,0
Montenegro,MNE,EURO,01-10-22,0,0
Montenegro,MNE,EURO,01-11-22,0,0
Montenegro,MNE,EURO,01-12-22,0,0
Montenegro,MNE,EURO,01-01-23,0,0
Montenegro,MNE,EURO,01-02-23,0,0
Montenegro,MNE,EURO,01-03-23,0,0
Montenegro,MNE,EURO,01-04-23,0,0
Montenegro,MNE,EURO,01-05-23,0,0
Montenegro,MNE,EURO,01-06-23,0,0
Montenegro,MNE,EURO,01-07-23,0,0
Montenegro,MNE,EURO,01-08-23,0,0
Montenegro,MNE,EURO,01-09-23,0,0
Montenegro,MNE,EURO,01-10-23,0,0
Montenegro,MNE,EURO,01-11-23,0,0
Montenegro,MNE,EURO,01-12-23,0,0
Montenegro,MNE,EURO,01-01-24,0,0
Montenegro,MNE,EURO,01-02-24,0,0
Montenegro,MNE,EURO,01-03-24,0,0
Montenegro,MNE,EURO,01-04-24,0,0
Montenegro,MNE,EURO,01-05-24,0,0
Morocco,MAR,EMRO,01-06-22,1,0
Morocco,MAR,EMRO,01-08-22,2,0
Mozambique,MOZ,AFRO,01-10-22,1,1
Mozambique,MOZ,AFRO,01-11-22,0,0
Mozambique,MOZ,AFRO,01-12-22,0,0
Mozambique,MOZ,AFRO,01-01-23,0,0
Mozambique,MOZ,AFRO,01-02-23,0,0
Mozambique,MOZ,AFRO,01-03-23,0,0
Mozambique,MOZ,AFRO,01-04-23,0,0
Mozambique,MOZ,AFRO,01-05-23,0,0
Mozambique,MOZ,AFRO,01-06-23,0,0
Mozambique,MOZ,AFRO,01-07-23,0,0
Mozambique,MOZ,AFRO,01-08-23,0,0
Mozambique,MOZ,AFRO,01-09-23,0,0
Mozambique,MOZ,AFRO,01-10-23,0,0
Mozambique,MOZ,AFRO,01-11-23,0,0
Mozambique,MOZ,AFRO,01-12-23,0,0
Mozambique,MOZ,AFRO,01-01-24,0,0
Mozambique,MOZ,AFRO,01-02-24,0,0
Mozambique,MOZ,AFRO,01-03-24,0,0
Mozambique,MOZ,AFRO,01-04-24,0,0
Mozambique,MOZ,AFRO,01-05-24,0,0
Nepal,NPL,SEARO,01-06-23,1,0
Nepal,NPL,SEARO,01-07-23,0,0
Nepal,NPL,SEARO,01-08-23,0,0
Nepal,NPL,SEARO,01-09-23,0,0
Nepal,NPL,SEARO,01-10-23,0,0
Nepal,NPL,SEARO,01-11-23,0,0
Nepal,NPL,SEARO,01-12-23,0,0
Nepal,NPL,SEARO,01-01-24,0,0
Nepal,NPL,SEARO,01-02-24,0,0
Nepal,NPL,SEARO,01-03-24,0,0
Nepal,NPL,SEARO,01-04-24,0,0
Nepal,NPL,SEARO,01-05-24,0,0
Netherlands,NLD,EURO,01-05-22,26,0
Netherlands,NLD,EURO,01-06-22,231,0
Netherlands,NLD,EURO,01-07-22,622,0
Netherlands,NLD,EURO,01-08-22,281,0
Netherlands,NLD,EURO,01-09-22,63,0
Netherlands,NLD,EURO,01-10-22,12,0
Netherlands,NLD,EURO,01-11-22,16,0
Netherlands,NLD,EURO,01-12-22,5,0
Netherlands,NLD,EURO,01-01-23,4,0
Netherlands,NLD,EURO,01-02-23,1,0
Netherlands,NLD,EURO,01-03-23,1,0
Netherlands,NLD,EURO,01-04-23,1,0
Netherlands,NLD,EURO,01-05-23,1,0
Netherlands,NLD,EURO,01-06-23,1,0
Netherlands,NLD,EURO,01-07-23,0,0
Netherlands,NLD,EURO,01-08-23,2,0
Netherlands,NLD,EURO,01-09-23,7,0
Netherlands,NLD,EURO,01-10-23,4,0
Netherlands,NLD,EURO,01-11-23,7,0
Netherlands,NLD,EURO,01-12-23,2,0
Netherlands,NLD,EURO,01-01-24,5,0
Netherlands,NLD,EURO,01-02-24,7,0
Netherlands,NLD,EURO,01-03-24,0,0
Netherlands,NLD,EURO,01-04-24,2,0
Netherlands,NLD,EURO,01-05-24,1,0
New Caledonia,NCL,WPRO,01-07-22,1,0
New Caledonia,NCL,WPRO,01-07-23,0,0
New Zealand,NZL,WPRO,01-07-22,2,0
New Zealand,NZL,WPRO,01-08-22,2,0
New Zealand,NZL,WPRO,01-09-22,5,0
New Zealand,NZL,WPRO,01-10-22,19,0
New Zealand,NZL,WPRO,01-11-22,8,0
New Zealand,NZL,WPRO,01-12-22,4,0
New Zealand,NZL,WPRO,01-01-23,1,0
New Zealand,NZL,WPRO,01-02-23,1,0
New Zealand,NZL,WPRO,01-01-24,8,0
New Zealand,NZL,WPRO,01-05-24,1,0
Nigeria,NGA,AFRO,01-01-22,3,0
Nigeria,NGA,AFRO,01-02-22,1,0
Nigeria,NGA,AFRO,01-03-22,6,0
Nigeria,NGA,AFRO,01-04-22,5,1
Nigeria,NGA,AFRO,01-05-22,6,0
Nigeria,NGA,AFRO,01-06-22,42,1
Nigeria,NGA,AFRO,01-07-22,94,1
Nigeria,NGA,AFRO,01-08-22,120,3
Nigeria,NGA,AFRO,01-09-22,204,1
Nigeria,NGA,AFRO,01-10-22,123,0
Nigeria,NGA,AFRO,01-11-22,76,0
Nigeria,NGA,AFRO,01-12-22,83,0
Nigeria,NGA,AFRO,01-01-23,27,1
Nigeria,NGA,AFRO,01-02-23,16,0
Nigeria,NGA,AFRO,01-03-23,27,1
Nigeria,NGA,AFRO,01-04-23,2,0
Nigeria,NGA,AFRO,01-05-23,7,0
Nigeria,NGA,AFRO,01-06-23,1,0
Nigeria,NGA,AFRO,01-07-23,0,0
Nigeria,NGA,AFRO,01-08-23,0,0
Nigeria,NGA,AFRO,01-09-23,0,0
Nigeria,NGA,AFRO,01-10-23,0,0
Nigeria,NGA,AFRO,01-11-23,12,0
Nigeria,NGA,AFRO,01-12-23,3,0
Norway,NOR,EURO,01-05-22,1,0
Norway,NOR,EURO,01-06-22,14,0
Norway,NOR,EURO,01-07-22,36,0
Norway,NOR,EURO,01-08-22,29,0
Norway,NOR,EURO,01-09-22,12,0
Norway,NOR,EURO,01-10-22,1,0
Norway,NOR,EURO,01-11-22,0,0
Norway,NOR,EURO,01-12-22,0,0
Norway,NOR,EURO,01-01-23,2,0
Norway,NOR,EURO,01-02-23,0,0
Norway,NOR,EURO,01-03-23,0,0
Norway,NOR,EURO,01-04-23,0,0
Norway,NOR,EURO,01-05-23,0,0
Norway,NOR,EURO,01-06-23,0,0
Norway,NOR,EURO,01-07-23,1,0
Norway,NOR,EURO,01-08-23,0,0
Norway,NOR,EURO,01-09-23,5,0
Norway,NOR,EURO,01-10-23,1,0
Norway,NOR,EURO,01-11-23,2,0
Norway,NOR,EURO,01-12-23,0,0
Norway,NOR,EURO,01-01-24,1,0
Norway,NOR,EURO,01-02-24,0,0
Norway,NOR,EURO,01-03-24,0,0
Norway,NOR,EURO,01-04-24,1,0
Norway,NOR,EURO,01-05-24,0,0
Oman,OMN,EMRO,01-10-23,3,0
Pakistan,PAK,EMRO,01-04-23,1,0
Pakistan,PAK,EMRO,01-05-23,4,0
Pakistan,PAK,EMRO,01-08-23,1,0
Pakistan,PAK,EMRO,01-09-23,1,0
Panama,PAN,AMRO,01-07-22,1,0
Panama,PAN,AMRO,01-08-22,10,0
Panama,PAN,AMRO,01-09-22,5,0
Panama,PAN,AMRO,01-10-22,0,0
Panama,PAN,AMRO,01-11-22,40,0
Panama,PAN,AMRO,01-12-22,22,0
Panama,PAN,AMRO,01-01-23,40,0
Panama,PAN,AMRO,01-02-23,49,0
Panama,PAN,AMRO,01-03-23,49,0
Panama,PAN,AMRO,01-04-23,7,1
Panama,PAN,AMRO,01-05-23,12,0
Panama,PAN,AMRO,01-06-23,2,0
Panama,PAN,AMRO,01-07-23,0,0
Panama,PAN,AMRO,01-08-23,0,0
Panama,PAN,AMRO,01-09-23,0,0
Panama,PAN,AMRO,01-10-23,0,0
Panama,PAN,AMRO,01-11-23,0,0
Panama,PAN,AMRO,01-12-23,0,0
Panama,PAN,AMRO,01-01-24,0,0
Panama,PAN,AMRO,01-02-24,2,0
Panama,PAN,AMRO,01-03-24,0,0
Panama,PAN,AMRO,01-04-24,0,0
Panama,PAN,AMRO,01-05-24,0,0
Paraguay,PRY,AMRO,01-08-22,1,0
Paraguay,PRY,AMRO,01-09-22,1,0
Paraguay,PRY,AMRO,01-10-22,1,0
Paraguay,PRY,AMRO,01-11-22,23,0
Paraguay,PRY,AMRO,01-12-22,22,0
Paraguay,PRY,AMRO,01-01-23,34,0
Paraguay,PRY,AMRO,01-02-23,28,0
Paraguay,PRY,AMRO,01-03-23,12,0
Paraguay,PRY,AMRO,01-04-23,3,0
Paraguay,PRY,AMRO,01-05-23,0,0
Paraguay,PRY,AMRO,01-06-23,1,0
Paraguay,PRY,AMRO,01-07-23,0,0
Paraguay,PRY,AMRO,01-08-23,0,0
Paraguay,PRY,AMRO,01-09-23,0,0
Paraguay,PRY,AMRO,01-10-23,0,0
Paraguay,PRY,AMRO,01-11-23,0,0
Paraguay,PRY,AMRO,01-12-23,0,0
Paraguay,PRY,AMRO,01-01-24,0,0
Paraguay,PRY,AMRO,01-02-24,0,0
Paraguay,PRY,AMRO,01-03-24,0,0
Paraguay,PRY,AMRO,01-04-24,0,0
Paraguay,PRY,AMRO,01-05-24,0,0
Peru,PER,AMRO,01-06-22,3,0
Peru,PER,AMRO,01-07-22,266,0
Peru,PER,AMRO,01-08-22,1277,0
Peru,PER,AMRO,01-09-22,975,0
Peru,PER,AMRO,01-10-22,527,0
Peru,PER,AMRO,01-11-22,460,0
Peru,PER,AMRO,01-12-22,135,8
Peru,PER,AMRO,01-01-23,84,7
Peru,PER,AMRO,01-02-23,39,2
Peru,PER,AMRO,01-03-23,19,3
Peru,PER,AMRO,01-04-23,15,0
Peru,PER,AMRO,01-05-23,0,0
Peru,PER,AMRO,01-06-23,12,0
Peru,PER,AMRO,01-07-23,0,0
Peru,PER,AMRO,01-08-23,0,0
Peru,PER,AMRO,01-09-23,0,0
Peru,PER,AMRO,01-10-23,0,0
Peru,PER,AMRO,01-11-23,0,0
Peru,PER,AMRO,01-12-23,0,0
Peru,PER,AMRO,01-01-24,0,0
Peru,PER,AMRO,01-02-24,0,0
Peru,PER,AMRO,01-03-24,0,0
Peru,PER,AMRO,01-04-24,0,0
Peru,PER,AMRO,01-05-24,0,0
Philippines,PHL,WPRO,01-07-22,1,0
Philippines,PHL,WPRO,01-08-22,3,0
Philippines,PHL,WPRO,01-05-23,1,0
Philippines,PHL,WPRO,01-12-23,4,0
Poland,POL,EURO,01-06-22,10,0
Poland,POL,EURO,01-07-22,43,0
Poland,POL,EURO,01-08-22,77,0
Poland,POL,EURO,01-09-22,58,0
Poland,POL,EURO,01-10-22,18,0
Poland,POL,EURO,01-11-22,8,0
Poland,POL,EURO,01-12-22,0,0
Poland,POL,EURO,01-01-23,1,0
Poland,POL,EURO,01-02-23,0,0
Poland,POL,EURO,01-03-23,0,0
Poland,POL,EURO,01-04-23,2,0
Poland,POL,EURO,01-05-23,0,0
Poland,POL,EURO,01-06-23,0,0
Poland,POL,EURO,01-07-23,0,0
Poland,POL,EURO,01-08-23,0,0
Poland,POL,EURO,01-09-23,0,0
Poland,POL,EURO,01-10-23,0,0
Poland,POL,EURO,01-11-23,0,0
Poland,POL,EURO,01-12-23,0,0
Poland,POL,EURO,01-01-24,3,0
Poland,POL,EURO,01-02-24,0,0
Poland,POL,EURO,01-03-24,1,0
Poland,POL,EURO,01-04-24,0,0
Poland,POL,EURO,01-05-24,2,0
Portugal,PRT,EURO,01-05-22,100,0
Portugal,PRT,EURO,01-06-22,302,0
Portugal,PRT,EURO,01-07-22,231,0
Portugal,PRT,EURO,01-08-22,213,0
Portugal,PRT,EURO,01-09-22,80,0
Portugal,PRT,EURO,01-10-22,18,0
Portugal,PRT,EURO,01-11-22,4,0
Portugal,PRT,EURO,01-12-22,0,0
Portugal,PRT,EURO,01-01-23,3,0
Portugal,PRT,EURO,01-02-23,0,0
Portugal,PRT,EURO,01-03-23,0,0
Portugal,PRT,EURO,01-04-23,2,0
Portugal,PRT,EURO,01-05-23,0,1
Portugal,PRT,EURO,01-06-23,2,0
Portugal,PRT,EURO,01-07-23,47,0
Portugal,PRT,EURO,01-08-23,3,0
Portugal,PRT,EURO,01-09-23,86,0
Portugal,PRT,EURO,01-10-23,43,0
Portugal,PRT,EURO,01-11-23,28,0
Portugal,PRT,EURO,01-12-23,0,0
Portugal,PRT,EURO,01-01-24,24,1
Portugal,PRT,EURO,01-02-24,4,1
Portugal,PRT,EURO,01-03-24,3,0
Portugal,PRT,EURO,01-04-24,0,0
Portugal,PRT,EURO,01-05-24,0,0
Qatar,QAT,EMRO,01-07-22,2,0
Qatar,QAT,EMRO,01-08-22,1,0
Qatar,QAT,EMRO,01-09-22,2,0
Republic of Korea,KOR,WPRO,01-06-22,1,0
Republic of Korea,KOR,WPRO,01-09-22,1,0
Republic of Korea,KOR,WPRO,01-11-22,2,0
Republic of Korea,KOR,WPRO,01-03-23,1,0
Republic of Korea,KOR,WPRO,01-04-23,38,0
Republic of Korea,KOR,WPRO,01-05-23,46,0
Republic of Korea,KOR,WPRO,01-06-23,28,0
Republic of Korea,KOR,WPRO,01-07-23,9,0
Republic of Korea,KOR,WPRO,01-08-23,9,0
Republic of Korea,KOR,WPRO,01-09-23,6,0
Republic of Korea,KOR,WPRO,01-10-23,8,0
Republic of Korea,KOR,WPRO,01-11-23,6,0
Republic of Korea,KOR,WPRO,01-04-24,1,0
Republic of Moldova,MDA,EURO,01-08-22,2,0
Republic of Moldova,MDA,EURO,01-09-22,0,0
Republic of Moldova,MDA,EURO,01-10-22,0,0
Republic of Moldova,MDA,EURO,01-11-22,0,0
Republic of Moldova,MDA,EURO,01-12-22,0,0
Republic of Moldova,MDA,EURO,01-01-23,0,0
Republic of Moldova,MDA,EURO,01-02-23,0,0
Republic of Moldova,MDA,EURO,01-03-23,0,0
Republic of Moldova,MDA,EURO,01-04-23,0,0
Republic of Moldova,MDA,EURO,01-05-23,0,0
Republic of Moldova,MDA,EURO,01-06-23,0,0
Republic of Moldova,MDA,EURO,01-07-23,0,0
Republic of Moldova,MDA,EURO,01-08-23,0,0
Republic of Moldova,MDA,EURO,01-09-23,0,0
Republic of Moldova,MDA,EURO,01-10-23,0,0
Republic of Moldova,MDA,EURO,01-11-23,0,0
Republic of Moldova,MDA,EURO,01-12-23,0,0
Republic of Moldova,MDA,EURO,01-01-24,0,0
Republic of Moldova,MDA,EURO,01-02-24,0,0
Republic of Moldova,MDA,EURO,01-03-24,0,0
Republic of Moldova,MDA,EURO,01-04-24,0,0
Republic of Moldova,MDA,EURO,01-05-24,0,0
Romania,ROU,EURO,01-06-22,11,0
Romania,ROU,EURO,01-07-22,9,0
Romania,ROU,EURO,01-08-22,16,0
Romania,ROU,EURO,01-09-22,4,0
Romania,ROU,EURO,01-10-22,3,0
Romania,ROU,EURO,01-11-22,2,0
Romania,ROU,EURO,01-12-22,1,0
Romania,ROU,EURO,01-01-23,1,0
Romania,ROU,EURO,01-02-23,0,0
Romania,ROU,EURO,01-03-23,0,0
Romania,ROU,EURO,01-04-23,0,0
Romania,ROU,EURO,01-05-23,0,0
Romania,ROU,EURO,01-06-23,0,0
Romania,ROU,EURO,01-07-23,0,0
Romania,ROU,EURO,01-08-23,0,0
Romania,ROU,EURO,01-09-23,0,0
Romania,ROU,EURO,01-10-23,0,0
Romania,ROU,EURO,01-11-23,0,0
Romania,ROU,EURO,01-12-23,0,0
Romania,ROU,EURO,01-01-24,0,0
Romania,ROU,EURO,01-02-24,0,0
Romania,ROU,EURO,01-03-24,0,0
Romania,ROU,EURO,01-04-24,0,0
Romania,ROU,EURO,01-05-24,0,0
Russian Federation,RUS,EURO,01-07-22,1,0
Russian Federation,RUS,EURO,01-08-22,0,0
Russian Federation,RUS,EURO,01-09-22,1,0
Russian Federation,RUS,EURO,01-10-22,0,0
Russian Federation,RUS,EURO,01-11-22,0,0
Russian Federation,RUS,EURO,01-12-22,0,0
Russian Federation,RUS,EURO,01-01-23,0,0
Russian Federation,RUS,EURO,01-02-23,0,0
Russian Federation,RUS,EURO,01-03-23,0,0
Russian Federation,RUS,EURO,01-04-23,0,0
Russian Federation,RUS,EURO,01-05-23,0,0
Russian Federation,RUS,EURO,01-06-23,0,0
Russian Federation,RUS,EURO,01-07-23,0,0
Russian Federation,RUS,EURO,01-08-23,0,0
Russian Federation,RUS,EURO,01-09-23,0,0
Russian Federation,RUS,EURO,01-10-23,0,0
Russian Federation,RUS,EURO,01-11-23,0,0
Russian Federation,RUS,EURO,01-12-23,0,0
Russian Federation,RUS,EURO,01-01-24,2,0
Russian Federation,RUS,EURO,01-02-24,0,0
Russian Federation,RUS,EURO,01-03-24,0,0
Russian Federation,RUS,EURO,01-04-24,0,0
Russian Federation,RUS,EURO,01-05-24,0,0
Saint Martin,MAF,AMRO,01-08-22,1,0
Saint Martin,MAF,AMRO,01-09-22,0,0
Saint Martin,MAF,AMRO,01-10-22,0,0
Saint Martin,MAF,AMRO,01-11-22,0,0
Saint Martin,MAF,AMRO,01-12-22,0,0
Saint Martin,MAF,AMRO,01-01-23,0,0
Saint Martin,MAF,AMRO,01-02-23,0,0
Saint Martin,MAF,AMRO,01-03-23,0,0
Saint Martin,MAF,AMRO,01-04-23,0,0
Saint Martin,MAF,AMRO,01-05-23,0,0
Saint Martin,MAF,AMRO,01-06-23,0,0
Saint Martin,MAF,AMRO,01-07-23,0,0
Saint Martin,MAF,AMRO,01-08-23,0,0
Saint Martin,MAF,AMRO,01-09-23,0,0
