COUNTRY_AREA_TERRITORY,iso3,WHOREGION,month_start,cases,deaths
Saint Martin,MAF,AMRO,01-10-23,0,0
Saint Martin,MAF,AMRO,01-11-23,0,0
Saint Martin,MAF,AMRO,01-12-23,0,0
Saint Martin,MAF,AMRO,01-01-24,0,0
Saint Martin,MAF,AMRO,01-02-24,0,0
Saint Martin,MAF,AMRO,01-03-24,0,0
Saint Martin,MAF,AMRO,01-04-24,0,0
Saint Martin,MAF,AMRO,01-05-24,0,0
San Marino,SMR,EURO,01-09-22,0,0
San Marino,SMR,EURO,01-10-22,1,0
San Marino,SMR,EURO,01-11-22,0,0
San Marino,SMR,EURO,01-12-22,0,0
San Marino,SMR,EURO,01-01-23,0,0
San Marino,SMR,EURO,01-02-23,0,0
San Marino,SMR,EURO,01-03-23,0,0
San Marino,SMR,EURO,01-04-23,0,0
San Marino,SMR,EURO,01-05-23,0,0
San Marino,SMR,EURO,01-06-23,0,0
San Marino,SMR,EURO,01-07-23,0,0
San Marino,SMR,EURO,01-08-23,0,0
San Marino,SMR,EURO,01-09-23,0,0
San Marino,SMR,EURO,01-10-23,0,0
San Marino,SMR,EURO,01-11-23,0,0
San Marino,SMR,EURO,01-12-23,0,0
San Marino,SMR,EURO,01-01-24,0,0
San Marino,SMR,EURO,01-02-24,0,0
San Marino,SMR,EURO,01-03-24,0,0
San Marino,SMR,EURO,01-04-24,0,0
San Marino,SMR,EURO,01-05-24,0,0
Saudi Arabia,SAU,EMRO,01-07-22,4,0
Saudi Arabia,SAU,EMRO,01-08-22,4,0
Serbia,SRB,EURO,01-06-22,1,0
Serbia,SRB,EURO,01-07-22,9,0
Serbia,SRB,EURO,01-08-22,21,0
Serbia,SRB,EURO,01-09-22,9,0
Serbia,SRB,EURO,01-10-22,0,0
Serbia,SRB,EURO,01-11-22,0,0
Serbia,SRB,EURO,01-12-22,0,0
Serbia,SRB,EURO,01-01-23,0,0
Serbia,SRB,EURO,01-02-23,0,0
Serbia,SRB,EURO,01-03-23,0,0
Serbia,SRB,EURO,01-04-23,0,0
Serbia,SRB,EURO,01-05-23,0,0
Serbia,SRB,EURO,01-06-23,0,0
Serbia,SRB,EURO,01-07-23,0,0
Serbia,SRB,EURO,01-08-23,0,0
Serbia,SRB,EURO,01-09-23,0,0
Serbia,SRB,EURO,01-10-23,0,0
Serbia,SRB,EURO,01-11-23,0,0
Serbia,SRB,EURO,01-12-23,0,0
Serbia,SRB,EURO,01-01-24,0,0
Serbia,SRB,EURO,01-02-24,0,0
Serbia,SRB,EURO,01-03-24,0,0
Serbia,SRB,EURO,01-04-24,0,0
Serbia,SRB,EURO,01-05-24,0,0
Singapore,SGP,WPRO,01-06-22,1,0
Singapore,SGP,WPRO,01-07-22,10,0
Singapore,SGP,WPRO,01-08-22,5,0
Singapore,SGP,WPRO,01-09-22,3,0
Singapore,SGP,WPRO,01-01-23,2,0
Singapore,SGP,WPRO,01-03-23,1,0
Singapore,SGP,WPRO,01-04-23,1,0
Singapore,SGP,WPRO,01-05-23,2,0
Singapore,SGP,WPRO,01-07-23,1,0
Singapore,SGP,WPRO,01-09-23,5,0
Singapore,SGP,WPRO,01-10-23,5,0
Singapore,SGP,WPRO,01-11-23,13,0
Singapore,SGP,WPRO,01-12-23,1,0
Singapore,SGP,WPRO,01-01-24,1,0
Singapore,SGP,WPRO,01-02-24,1,0
Singapore,SGP,WPRO,01-03-24,5,0
Singapore,SGP,WPRO,01-04-24,2,0
Slovakia,SVK,EURO,01-07-22,6,0
Slovakia,SVK,EURO,01-08-22,6,0
Slovakia,SVK,EURO,01-09-22,2,0
Slovakia,SVK,EURO,01-10-22,0,0
Slovakia,SVK,EURO,01-11-22,0,0
Slovakia,SVK,EURO,01-12-22,0,0
Slovakia,SVK,EURO,01-01-23,0,0
Slovakia,SVK,EURO,01-02-23,0,0
Slovakia,SVK,EURO,01-03-23,0,0
Slovakia,SVK,EURO,01-04-23,0,0
Slovakia,SVK,EURO,01-05-23,0,0
Slovakia,SVK,EURO,01-06-23,0,0
Slovakia,SVK,EURO,01-07-23,0,0
Slovakia,SVK,EURO,01-08-23,0,0
Slovakia,SVK,EURO,01-09-23,0,0
Slovakia,SVK,EURO,01-10-23,0,0
Slovakia,SVK,EURO,01-11-23,0,0
Slovakia,SVK,EURO,01-12-23,0,0
Slovakia,SVK,EURO,01-01-24,2,0
Slovakia,SVK,EURO,01-02-24,0,0
Slovakia,SVK,EURO,01-03-24,0,0
Slovakia,SVK,EURO,01-04-24,0,0
Slovakia,SVK,EURO,01-05-24,0,0
Slovenia,SVN,EURO,01-05-22,2,0
Slovenia,SVN,EURO,01-06-22,7,0
Slovenia,SVN,EURO,01-07-22,24,0
Slovenia,SVN,EURO,01-08-22,10,0
Slovenia,SVN,EURO,01-09-22,4,0
Slovenia,SVN,EURO,01-10-22,0,0
Slovenia,SVN,EURO,01-11-22,0,0
Slovenia,SVN,EURO,01-12-22,0,0
Slovenia,SVN,EURO,01-01-23,0,0
Slovenia,SVN,EURO,01-02-23,0,0
Slovenia,SVN,EURO,01-03-23,0,0
Slovenia,SVN,EURO,01-04-23,0,0
Slovenia,SVN,EURO,01-05-23,0,0
Slovenia,SVN,EURO,01-06-23,0,0
Slovenia,SVN,EURO,01-07-23,0,0
Slovenia,SVN,EURO,01-08-23,0,0
Slovenia,SVN,EURO,01-09-23,0,0
Slovenia,SVN,EURO,01-10-23,0,0
Slovenia,SVN,EURO,01-11-23,0,0
Slovenia,SVN,EURO,01-12-23,0,0
Slovenia,SVN,EURO,01-01-24,0,0
Slovenia,SVN,EURO,01-02-24,0,0
Slovenia,SVN,EURO,01-03-24,0,0
Slovenia,SVN,EURO,01-04-24,0,0
Slovenia,SVN,EURO,01-05-24,0,0
South Africa,ZAF,AFRO,01-07-22,3,0
South Africa,ZAF,AFRO,01-08-22,2,0
South Africa,ZAF,AFRO,01-09-22,0,0
South Africa,ZAF,AFRO,01-10-22,0,0
South Africa,ZAF,AFRO,01-11-22,0,0
South Africa,ZAF,AFRO,01-12-22,0,0
South Africa,ZAF,AFRO,01-01-23,0,0
South Africa,ZAF,AFRO,01-02-23,0,0
South Africa,ZAF,AFRO,01-03-23,0,0
South Africa,ZAF,AFRO,01-04-23,0,0
South Africa,ZAF,AFRO,01-05-23,0,0
South Africa,ZAF,AFRO,01-06-23,0,0
South Africa,ZAF,AFRO,01-07-23,0,0
South Africa,ZAF,AFRO,01-08-23,0,0
South Africa,ZAF,AFRO,01-09-23,0,0
South Africa,ZAF,AFRO,01-10-23,0,0
South Africa,ZAF,AFRO,01-11-23,0,0
South Africa,ZAF,AFRO,01-12-23,0,0
South Africa,ZAF,AFRO,01-01-24,0,0
South Africa,ZAF,AFRO,01-02-24,0,0
South Africa,ZAF,AFRO,01-03-24,0,0
South Africa,ZAF,AFRO,01-04-24,0,0
South Africa,ZAF,AFRO,01-05-24,4,0
Spain,ESP,EURO,01-05-22,98,0
Spain,ESP,EURO,01-06-22,702,0
Spain,ESP,EURO,01-07-22,2938,0
Spain,ESP,EURO,01-08-22,2805,2
Spain,ESP,EURO,01-09-22,645,0
Spain,ESP,EURO,01-10-22,129,0
Spain,ESP,EURO,01-11-22,91,1
Spain,ESP,EURO,01-12-22,88,0
Spain,ESP,EURO,01-01-23,32,0
Spain,ESP,EURO,01-02-23,15,0
Spain,ESP,EURO,01-03-23,3,0
Spain,ESP,EURO,01-04-23,3,0
Spain,ESP,EURO,01-05-23,6,0
Spain,ESP,EURO,01-06-23,4,0
Spain,ESP,EURO,01-07-23,0,0
Spain,ESP,EURO,01-08-23,6,0
Spain,ESP,EURO,01-09-23,46,0
Spain,ESP,EURO,01-10-23,36,0
Spain,ESP,EURO,01-11-23,37,0
Spain,ESP,EURO,01-12-23,68,0
Spain,ESP,EURO,01-01-24,34,0
Spain,ESP,EURO,01-02-24,112,0
Spain,ESP,EURO,01-03-24,62,0
Spain,ESP,EURO,01-04-24,32,0
Spain,ESP,EURO,01-05-24,38,0
Sri Lanka,LKA,SEARO,01-11-22,2,0
Sri Lanka,LKA,SEARO,01-12-22,0,0
Sri Lanka,LKA,SEARO,01-01-23,0,0
Sri Lanka,LKA,SEARO,01-02-23,0,0
Sri Lanka,LKA,SEARO,01-03-23,0,0
Sri Lanka,LKA,SEARO,01-04-23,0,0
Sri Lanka,LKA,SEARO,01-05-23,0,0
Sri Lanka,LKA,SEARO,01-06-23,2,0
Sri Lanka,LKA,SEARO,01-07-23,0,0
Sri Lanka,LKA,SEARO,01-08-23,0,0
Sri Lanka,LKA,SEARO,01-09-23,0,0
Sri Lanka,LKA,SEARO,01-10-23,0,0
Sri Lanka,LKA,SEARO,01-11-23,0,0
Sri Lanka,LKA,SEARO,01-12-23,0,0
Sri Lanka,LKA,SEARO,01-01-24,0,0
Sri Lanka,LKA,SEARO,01-02-24,0,0
Sri Lanka,LKA,SEARO,01-03-24,0,0
Sri Lanka,LKA,SEARO,01-04-24,0,0
Sri Lanka,LKA,SEARO,01-05-24,0,0
Sudan,SDN,EMRO,01-08-22,2,0
Sudan,SDN,EMRO,01-09-22,5,1
Sudan,SDN,EMRO,01-10-22,11,0
Sudan,SDN,EMRO,01-04-23,1,0
Sweden,SWE,EURO,01-05-22,4,0
Sweden,SWE,EURO,01-06-22,24,0
Sweden,SWE,EURO,01-07-22,57,0
Sweden,SWE,EURO,01-08-22,72,0
Sweden,SWE,EURO,01-09-22,38,0
Sweden,SWE,EURO,01-10-22,17,0
Sweden,SWE,EURO,01-11-22,17,0
Sweden,SWE,EURO,01-12-22,21,0
Sweden,SWE,EURO,01-01-23,10,0
Sweden,SWE,EURO,01-02-23,0,0
Sweden,SWE,EURO,01-03-23,0,0
Sweden,SWE,EURO,01-04-23,0,0
Sweden,SWE,EURO,01-05-23,0,0
Sweden,SWE,EURO,01-06-23,0,0
Sweden,SWE,EURO,01-07-23,0,0
Sweden,SWE,EURO,01-08-23,0,0
Sweden,SWE,EURO,01-09-23,4,0
Sweden,SWE,EURO,01-10-23,0,0
Sweden,SWE,EURO,01-11-23,0,0
Sweden,SWE,EURO,01-12-23,3,0
Sweden,SWE,EURO,01-01-24,3,0
Sweden,SWE,EURO,01-02-24,2,0
Sweden,SWE,EURO,01-03-24,0,0
Sweden,SWE,EURO,01-04-24,14,0
Sweden,SWE,EURO,01-05-24,11,0
Switzerland,CHE,EURO,01-05-22,4,0
Switzerland,CHE,EURO,01-06-22,79,0
Switzerland,CHE,EURO,01-07-22,181,0
Switzerland,CHE,EURO,01-08-22,192,0
Switzerland,CHE,EURO,01-09-22,57,0
Switzerland,CHE,EURO,01-10-22,33,0
Switzerland,CHE,EURO,01-11-22,4,0
Switzerland,CHE,EURO,01-12-22,1,0
Switzerland,CHE,EURO,01-01-23,0,0
Switzerland,CHE,EURO,01-02-23,0,0
Switzerland,CHE,EURO,01-03-23,1,0
Switzerland,CHE,EURO,01-04-23,0,0
Switzerland,CHE,EURO,01-05-23,0,0
Switzerland,CHE,EURO,01-06-23,2,0
Switzerland,CHE,EURO,01-07-23,0,0
Switzerland,CHE,EURO,01-08-23,0,0
Switzerland,CHE,EURO,01-09-23,5,0
Switzerland,CHE,EURO,01-10-23,3,0
Switzerland,CHE,EURO,01-11-23,0,0
Switzerland,CHE,EURO,01-12-23,1,0
Switzerland,CHE,EURO,01-01-24,9,0
Switzerland,CHE,EURO,01-02-24,7,0
Switzerland,CHE,EURO,01-03-24,0,0
Switzerland,CHE,EURO,01-04-24,0,0
Switzerland,CHE,EURO,01-05-24,0,0
Thailand,THA,SEARO,01-07-22,2,0
Thailand,THA,SEARO,01-08-22,5,0
Thailand,THA,SEARO,01-09-22,1,0
Thailand,THA,SEARO,01-10-22,4,0
Thailand,THA,SEARO,01-11-22,0,0
Thailand,THA,SEARO,01-12-22,0,0
Thailand,THA,SEARO,01-01-23,0,0
Thailand,THA,SEARO,01-02-23,3,0
Thailand,THA,SEARO,01-03-23,3,0
Thailand,THA,SEARO,01-04-23,3,0
Thailand,THA,SEARO,01-05-23,22,0
Thailand,THA,SEARO,01-06-23,13,0
Thailand,THA,SEARO,01-07-23,63,0
Thailand,THA,SEARO,01-08-23,197,1
Thailand,THA,SEARO,01-09-23,144,0
Thailand,THA,SEARO,01-10-23,117,0
Thailand,THA,SEARO,01-11-23,79,0
Thailand,THA,SEARO,01-12-23,29,0
Thailand,THA,SEARO,01-01-24,36,0
Thailand,THA,SEARO,01-02-24,22,0
Thailand,THA,SEARO,01-03-24,12,0
Thailand,THA,SEARO,01-04-24,19,0
Thailand,THA,SEARO,01-05-24,21,9
The United Kingdom,GBR,EURO,01-05-22,190,0
The United Kingdom,GBR,EURO,01-06-22,1045,0
The United Kingdom,GBR,EURO,01-07-22,1197,0
The United Kingdom,GBR,EURO,01-08-22,981,0
The United Kingdom,GBR,EURO,01-09-22,222,0
The United Kingdom,GBR,EURO,01-10-22,63,0
The United Kingdom,GBR,EURO,01-11-22,27,0
The United Kingdom,GBR,EURO,01-12-22,5,0
The United Kingdom,GBR,EURO,01-01-23,5,0
The United Kingdom,GBR,EURO,01-02-23,0,0
The United Kingdom,GBR,EURO,01-03-23,3,0
The United Kingdom,GBR,EURO,01-04-23,3,0
The United Kingdom,GBR,EURO,01-05-23,11,0
The United Kingdom,GBR,EURO,01-06-23,1,0
The United Kingdom,GBR,EURO,01-07-23,8,0
The United Kingdom,GBR,EURO,01-08-23,10,0
The United Kingdom,GBR,EURO,01-09-23,34,0
The United Kingdom,GBR,EURO,01-10-23,15,0
The United Kingdom,GBR,EURO,01-11-23,47,0
The United Kingdom,GBR,EURO,01-12-23,8,0
The United Kingdom,GBR,EURO,01-01-24,7,0
The United Kingdom,GBR,EURO,01-02-24,10,0
The United Kingdom,GBR,EURO,01-03-24,16,0
The United Kingdom,GBR,EURO,01-04-24,20,0
The United Kingdom,GBR,EURO,01-05-24,24,0
Trinidad and Tobago,TTO,AMRO,01-07-23,3,0
Trinidad and Tobago,TTO,AMRO,01-08-23,0,0
Trinidad and Tobago,TTO,AMRO,01-09-23,0,0
Trinidad and Tobago,TTO,AMRO,01-10-23,0,0
Trinidad and Tobago,TTO,AMRO,01-11-23,0,0
Trinidad and Tobago,TTO,AMRO,01-12-23,0,0
Trinidad and Tobago,TTO,AMRO,01-01-24,0,0
Trinidad and Tobago,TTO,AMRO,01-02-24,0,0
Trinidad and Tobago,TTO,AMRO,01-03-24,0,0
Trinidad and Tobago,TTO,AMRO,01-04-24,0,0
Trinidad and Tobago,TTO,AMRO,01-05-24,0,0
Tï¿½ï¿½ï,TUR,EURO,01-06-22,1,0
Tï¿½ï¿½ï,TUR,EURO,01-07-22,0,0
Tï¿½ï¿½ï,TUR,EURO,01-08-22,0,0
Tï¿½ï¿½ï,TUR,EURO,01-09-22,0,0
Tï¿½ï¿½ï,TUR,EURO,01-10-22,11,0
Tï¿½ï¿½ï,TUR,EURO,01-11-22,0,0
Tï¿½ï¿½ï,TUR,EURO,01-12-22,0,0
Tï¿½ï¿½ï,TUR,EURO,01-01-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-02-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-03-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-04-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-05-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-06-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-07-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-08-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-09-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-10-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-11-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-12-23,0,0
Tï¿½ï¿½ï,TUR,EURO,01-01-24,0,0
Tï¿½ï¿½ï,TUR,EURO,01-02-24,0,0
Tï¿½ï¿½ï,TUR,EURO,01-03-24,0,0
Tï¿½ï¿½ï,TUR,EURO,01-04-24,0,0
Tï¿½ï¿½ï,TUR,EURO,01-05-24,0,0
Ukraine,UKR,EURO,01-09-22,3,0
Ukraine,UKR,EURO,01-10-22,2,0
Ukraine,UKR,EURO,01-11-22,0,0
Ukraine,UKR,EURO,01-12-22,0,0
Ukraine,UKR,EURO,01-01-23,0,0
Ukraine,UKR,EURO,01-02-23,0,0
Ukraine,UKR,EURO,01-03-23,0,0
Ukraine,UKR,EURO,01-04-23,0,0
Ukraine,UKR,EURO,01-05-23,0,0
Ukraine,UKR,EURO,01-06-23,0,0
Ukraine,UKR,EURO,01-07-23,0,0
Ukraine,UKR,EURO,01-08-23,0,0
Ukraine,UKR,EURO,01-09-23,0,0
Ukraine,UKR,EURO,01-10-23,0,0
Ukraine,UKR,EURO,01-11-23,0,0
Ukraine,UKR,EURO,01-12-23,0,0
Ukraine,UKR,EURO,01-01-24,0,0
Ukraine,UKR,EURO,01-02-24,0,0
Ukraine,UKR,EURO,01-03-24,0,0
Ukraine,UKR,EURO,01-04-24,0,0
Ukraine,UKR,EURO,01-05-24,0,0
United Arab Emirates,ARE,EMRO,01-05-22,4,0
United Arab Emirates,ARE,EMRO,01-06-22,9,0
United Arab Emirates,ARE,EMRO,01-07-22,3,0
United States of America,USA,AMRO,01-05-22,91,0
United States of America,USA,AMRO,01-06-22,1347,0
United States of America,USA,AMRO,01-07-22,8609,7
United States of America,USA,AMRO,01-08-22,12875,22
United States of America,USA,AMRO,01-09-22,4353,12
United States of America,USA,AMRO,01-10-22,1685,8
United States of America,USA,AMRO,01-11-22,850,2
United States of America,USA,AMRO,01-12-22,283,0
United States of America,USA,AMRO,01-01-23,191,2
United States of America,USA,AMRO,01-02-23,63,0
United States of America,USA,AMRO,01-03-23,49,0
United States of America,USA,AMRO,01-04-23,42,0
United States of America,USA,AMRO,01-05-23,103,0
United States of America,USA,AMRO,01-06-23,109,0
United States of America,USA,AMRO,01-07-23,112,0
United States of America,USA,AMRO,01-08-23,109,0
United States of America,USA,AMRO,01-09-23,134,0
United States of America,USA,AMRO,01-10-23,293,1
United States of America,USA,AMRO,01-11-23,264,2
United States of America,USA,AMRO,01-12-23,230,1
United States of America,USA,AMRO,01-01-24,296,1
United States of America,USA,AMRO,01-02-24,239,0
United States of America,USA,AMRO,01-03-24,250,0
United States of America,USA,AMRO,01-04-24,271,0
United States of America,USA,AMRO,01-05-24,113,2
Uruguay,URY,AMRO,01-07-22,1,0
Uruguay,URY,AMRO,01-08-22,3,0
Uruguay,URY,AMRO,01-09-22,4,0
Uruguay,URY,AMRO,01-10-22,5,0
Uruguay,URY,AMRO,01-11-22,1,0
Uruguay,URY,AMRO,01-12-22,5,0
Uruguay,URY,AMRO,01-01-23,0,0
Uruguay,URY,AMRO,01-02-23,0,0
Uruguay,URY,AMRO,01-03-23,0,0
Uruguay,URY,AMRO,01-04-23,0,0
Uruguay,URY,AMRO,01-05-23,0,0
Uruguay,URY,AMRO,01-06-23,0,0
Uruguay,URY,AMRO,01-07-23,0,0
Uruguay,URY,AMRO,01-08-23,0,0
Uruguay,URY,AMRO,01-09-23,0,0
Uruguay,URY,AMRO,01-10-23,0,0
Uruguay,URY,AMRO,01-11-23,0,0
Uruguay,URY,AMRO,01-12-23,0,0
Uruguay,URY,AMRO,01-01-24,0,0
Uruguay,URY,AMRO,01-02-24,0,0
Uruguay,URY,AMRO,01-03-24,0,0
Uruguay,URY,AMRO,01-04-24,0,0
Uruguay,URY,AMRO,01-05-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-06-22,1,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-07-22,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-08-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-09-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-10-22,5,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-11-22,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-12-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-01-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-02-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-03-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-04-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-05-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-06-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-07-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-08-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-09-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-10-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-11-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-12-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-01-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-02-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-03-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-04-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01-05-24,0,0
Viet Nam,VNM,WPRO,01-10-22,2,0
Viet Nam,VNM,WPRO,01-07-23,1,0
Viet Nam,VNM,WPRO,01-09-23,2,0
Viet Nam,VNM,WPRO,01-10-23,40,1
Viet Nam,VNM,WPRO,01-11-23,47,1
Viet Nam,VNM,WPRO,01-12-23,29,4
Viet Nam,VNM,WPRO,01-01-24,21,0
Viet Nam,VNM,WPRO,01-02-24,5,0
Viet Nam,VNM,WPRO,01-03-24,22,2
Viet Nam,VNM,WPRO,01-05-24,27,0
